Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
0.515,0.415,0.135,0.7125,0.285,0.152,0.245,10
0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6
0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14
0.455,0.35,0.105,0.416,0.1625,0.097,0.145,11
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
0.52,0.395,0.18,0.64,0.158,0.11,0.245,22
0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
0.61,0.47,0.145,1.153,0.403,0.296,0.32,14
0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12
0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,7
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9
0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
0.475,0.36,0.12,0.578,0.2825,0.12,0.17,8
0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,11
0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10
0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14
0.58,0.455,0.12,1.0735,0.479,0.2735,0.265,10
0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,8
0.545,0.44,0.165,0.744,0.2875,0.204,0.25,15
0.55,0.45,0.175,1.0985,0.3765,0.215,0.4,14
0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7
0.47,0.355,0.115,0.4155,0.167,0.084,0.139,7
0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8
0.53,0.43,0.14,0.677,0.298,0.0965,0.23,8
0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
0.35,0.265,0.095,0.199,0.073,0.049,0.06,5
0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425,9
0.275,0.205,0.075,0.1105,0.045,0.0285,0.035,6
0.63,0.49,0.165,1.2005,0.575,0.273,0.294,10
0.695,0.535,0.175,1.8385,0.8035,0.396,0.503,10
0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10
0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
0.535,0.385,0.18,1.0835,0.4955,0.2295,0.304,8
0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
0.605,0.48,0.17,1.1835,0.582,0.2365,0.317,10
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
0.35,0.275,0.11,0.2925,0.1225,0.0635,0.0905,8
0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14
0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395,8
0.55,0.425,0.135,0.656,0.257,0.17,0.203,10
0.585,0.435,0.175,0.982,0.4055,0.2495,0.27,10
0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,14
0.68,0.535,0.185,1.607,0.7245,0.3215,0.498,12
0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
0.5,0.405,0.14,0.6735,0.265,0.124,0.25,18
0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12
0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10
0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
0.53,0.425,0.13,0.781,0.3905,0.2005,0.215,9
0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,6
0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9
0.35,0.265,0.09,0.2255,0.0995,0.0485,0.07,7
0.47,0.37,0.12,0.4705,0.1845,0.1055,0.155,12
0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4
0.51,0.405,0.12,0.61,0.229,0.131,0.235,11
0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9
0.55,0.42,0.155,0.912,0.495,0.1805,0.205,9
0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
0.69,0.505,0.2,1.872,0.893,0.4015,0.48,10
0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9
0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
0.235,0.16,0.04,0.048,0.0185,0.018,0.015,5
0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10
0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7
0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10
0.555,0.435,0.135,0.858,0.377,0.1585,0.29,15
0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10
0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,9
0.64,0.495,0.165,1.307,0.678,0.292,0.266,11
0.44,0.33,0.135,0.4095,0.163,0.1005,0.119,6
0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15
0.305,0.23,0.08,0.156,0.0675,0.0345,0.048,7
0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9
0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10
0.54,0.435,0.145,0.97,0.4285,0.22,0.264,17
0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11
0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
0.395,0.32,0.1,0.3075,0.149,0.0535,0.09,8
0.735,0.585,0.185,2.124,0.952,0.55,0.5,11
0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12
0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,9
0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6
0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
0.225,0.165,0.055,0.059,0.027,0.0125,0.015,4
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
0.245,0.18,0.065,0.071,0.03,0.013,0.0215,4
0.385,0.29,0.095,0.312,0.143,0.0635,0.086,6
0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,8
0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9
0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12
0.325,0.25,0.08,0.1735,0.0765,0.0345,0.049,7
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7
0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6
0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12
0.575,0.475,0.16,1.114,0.4955,0.2745,0.29,9
0.6,0.45,0.145,0.877,0.4325,0.155,0.24,9
0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
0.375,0.29,0.115,0.2705,0.093,0.066,0.0885,10
0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15
0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
0.515,0.39,0.155,0.7125,0.3695,0.137,0.155,7
0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07,9
0.375,0.285,0.1,0.239,0.105,0.0555,0.07,8
0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,13
0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705,11
0.56,0.42,0.18,1.6645,0.7755,0.35,0.4525,9
0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
0.58,0.47,0.15,0.907,0.444,0.1855,0.2445,11
0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
0.655,0.515,0.155,1.309,0.524,0.346,0.385,11
0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11
0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15
0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13
0.52,0.395,0.145,0.77,0.424,0.142,0.1895,7
0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
0.515,0.4,0.125,0.615,0.2865,0.123,0.1765,8
0.38,0.29,0.085,0.2285,0.088,0.0465,0.075,7
0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
0.415,0.32,0.11,0.3735,0.175,0.0755,0.109,7
0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
0.58,0.46,0.14,0.9265,0.4135,0.1845,0.27,10
0.59,0.455,0.145,1.063,0.5155,0.2445,0.25,8
0.575,0.45,0.165,0.9215,0.3275,0.225,0.256,12
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12
0.5,0.4,0.125,0.6725,0.336,0.12,0.1825,7
0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
0.65,0.52,0.195,1.281,0.5985,0.246,0.3825,10
0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12
0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12
0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10
0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9
0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,16
0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10
0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
0.445,0.35,0.115,0.3615,0.1565,0.0695,0.117,8
0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12
0.66,0.535,0.2,1.791,0.733,0.318,0.54,15
0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10
0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11
0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8
0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,11
0.3,0.22,0.08,0.121,0.0475,0.042,0.035,5
0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10
0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8
0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7
0.64,0.5,0.175,1.394,0.4935,0.291,0.4,10
0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,8
0.545,0.43,0.15,0.742,0.3525,0.158,0.208,10
0.565,0.45,0.16,0.795,0.3605,0.1555,0.23,12
0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8
0.23,0.17,0.05,0.057,0.026,0.013,0.016,5
0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11
0.575,0.45,0.155,0.886,0.3605,0.211,0.2575,9
0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,5
0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7
0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,11
0.45,0.355,0.12,0.3955,0.147,0.0765,0.145,9
0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
0.53,0.42,0.185,0.752,0.299,0.156,0.205,20
0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8
0.625,0.47,0.175,1.179,0.605,0.258,0.271,9
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
0.595,0.46,0.14,1.0045,0.4655,0.2095,0.2515,9
0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
0.57,0.455,0.15,1.107,0.54,0.255,0.27,8
0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,10
0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
0.42,0.305,0.1,0.3415,0.1645,0.0775,0.086,7
0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,6
0.61,0.485,0.17,1.0225,0.419,0.2405,0.36,12
0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11
0.455,0.35,0.11,0.458,0.2,0.111,0.1305,8
0.495,0.38,0.145,0.5,0.205,0.148,0.1505,8
0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9
0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10
0.41,0.335,0.105,0.3305,0.1405,0.064,0.105,7
0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8
0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
0.32,0.23,0.06,0.129,0.0615,0.0275,0.0355,7
0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8
0.54,0.41,0.145,0.989,0.2815,0.213,0.355,19
0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7
0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
0.18,0.125,0.05,0.023,0.0085,0.0055,0.01,3
0.55,0.415,0.15,0.7915,0.3535,0.176,0.236,10
0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,12
0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,17
0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
0.17,0.125,0.055,0.0235,0.009,0.0055,0.008,6
0.525,0.415,0.17,0.8325,0.2755,0.1685,0.31,13
0.47,0.375,0.12,0.5565,0.226,0.122,0.195,12
0.21,0.15,0.055,0.0465,0.017,0.012,0.015,5
0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7
0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14
0.5,0.405,0.15,0.5965,0.253,0.126,0.185,12
0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10
0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7
0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8
0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,18
0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9
0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,10
0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10
0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,11
0.43,0.335,0.12,0.444,0.155,0.1145,0.14,13
0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12
0.6,0.505,0.19,1.129,0.4385,0.256,0.36,13
0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
0.395,0.3,0.12,0.2995,0.1265,0.068,0.0895,8
0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6
0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,19
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10
0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6
0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12
0.65,0.525,0.175,1.4225,0.61,0.2995,0.445,20
0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
0.64,0.51,0.175,1.368,0.515,0.266,0.57,21
0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,10
0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9
0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,7
0.505,0.385,0.15,0.6415,0.246,0.152,0.215,12
0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,12
0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11
0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11
0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10
0.635,0.5,0.18,1.312,0.529,0.2485,0.485,18
0.58,0.475,0.135,0.925,0.391,0.165,0.275,14
0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5
0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085,9
0.465,0.355,0.115,0.4705,0.1955,0.118,0.126,7
0.595,0.47,0.155,1.121,0.4515,0.178,0.155,11
0.725,0.575,0.175,2.124,0.765,0.4515,0.85,20
0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13
