Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.51,0.3875,0.145,0.69025,0.358375,0.13925,0.14775,8
0.596875,0.475,0.148125,1.0845,0.5428125,0.2209375,0.270375,8
0.30875,0.2425,0.09,0.15,0.059625,0.038,0.04825,7
0.529,0.4165,0.1345,0.7096,0.35665,0.14395,0.1832,9
0.498125,0.380625,0.136875,0.5901875,0.2315625,0.1348125,0.184625,12
0.546,0.434,0.16,0.7755,0.2915,0.1983,0.2579,11
0.54,0.425,0.14,0.8515,0.36475,0.161,0.28875,8
0.480769231,0.374615385,0.125,0.590153846,0.250961538,0.152923077,0.160153846,15
0.459761905,0.356428571,0.122619048,0.486119048,0.192,0.11352381,0.157595238,10
0.495714286,0.400714286,0.122142857,0.609214286,0.253785714,0.140357143,0.196928571,8
0.306666667,0.29,0.111666667,0.441166667,0.190666667,0.100333333,0.130166667,7
0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7
0.556,0.435,0.161,1.2236,0.534,0.3274,0.3092,10
0.2775,0.2,0.07,0.1195,0.0555,0.01225,0.035,5
0.6525,0.5,0.195,1.2795,0.5845,0.3015,0.3515,11
0.651875,0.5125,0.1790625,1.36003125,0.57584375,0.31175,0.3998125,10
0.635,0.51,0.155,1.156,0.428,0.289,0.315,18
0.455,0.340833333,0.105,0.46825,0.27825,0.078833333,0.120833333,8
0.56,0.439,0.173,0.9068,0.2973,0.195,0.289,14
0.618928571,0.490714286,0.165357143,1.202642857,0.514357143,0.267464286,0.354107143,9
0.383333333,0.288333333,0.091666667,0.211166667,0.0935,0.041333333,0.067666667,5
0.283,0.205,0.073,0.0954,0.0359,0.0204,0.0317,8
0.373,0.282,0.098,0.2883,0.1522,0.0626,0.0785,7
0.614166667,0.489166667,0.19,1.26625,0.47325,0.311,0.377166667,12
0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8
0.2675,0.195625,0.069375,0.0845,0.03225,0.01825,0.0283125,4
0.565,0.43,0.141666667,0.885333333,0.461333333,0.191833333,0.167,9
0.49375,0.3725,0.1225,0.47325,0.19125,0.110625,0.153625,10
0.6225,0.4825,0.16,1.0995,0.533,0.2555,0.2915,10
0.51875,0.415,0.16375,0.748,0.2526875,0.15075,0.305375,13
0.560833333,0.431666667,0.1375,0.75325,0.334916667,0.1355,0.2445,10
0.29,0.225,0.075,0.152,0.071,0.059,0.045,9
0.6575,0.5175,0.1875,1.47775,0.608375,0.39275,0.4,11
0.592142857,0.475,0.137857143,0.994071429,0.431857143,0.219714286,0.289,11
0.599444444,0.466666667,0.151666667,1.0245,0.489444444,0.215388889,0.280277778,9
0.58,0.46,0.1575,1.19975,0.496,0.22625,0.326,10
0.50375,0.37125,0.15375,0.979125,0.4485,0.22975,0.25375,8
0.52,0.385,0.165,0.791,0.375,0.18,0.1815,10
0.546666667,0.421666667,0.121666667,0.680666667,0.291833333,0.146833333,0.213333333,11
0.434,0.324,0.107,0.383,0.1882,0.0755,0.102,7
0.519,0.389,0.162,0.7023,0.2892,0.1595,0.2128,9
0.573333333,0.451666667,0.166666667,0.673333333,0.301333333,0.1515,0.263,11
0.665,0.53125,0.1725,1.3855,0.54025,0.307375,0.407125,10
0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
0.55,0.425,0.1325,0.66,0.26325,0.1665,0.2065,10
0.61625,0.470625,0.1525,1.02725,0.448375,0.2608125,0.278875,9
0.663571429,0.535714286,0.189285714,1.761,0.6575,0.307357143,0.590571429,11
0.52,0.404,0.1395,0.7789,0.3082,0.16525,0.2547,7
0.606666667,0.486666667,0.211666667,1.356833333,0.524,0.225666667,0.501666667,20
0.485,0.37875,0.1375,0.55175,0.196,0.1355,0.172875,10
0.435,0.3345,0.109,0.40925,0.209,0.0904,0.0994,7
0.54,0.4125,0.17625,1.34675,0.595,0.3155,0.378875,10
0.568333333,0.446666667,0.163333333,0.990333333,0.327666667,0.249,0.323333333,12
0.655,0.534285714,0.180714286,1.603642857,0.637,0.286357143,0.5045,9
0.551153846,0.426153846,0.140384615,0.782846154,0.370153846,0.166846154,0.214884615,11
0.595,0.458333333,0.131666667,1.0595,0.474,0.2665,0.267333333,7
0.578333333,0.458333333,0.16,1.182333333,0.580666667,0.237,0.301666667,14
0.52625,0.435,0.15375,0.896875,0.332625,0.191875,0.25,13
0.276111111,0.204444444,0.081666667,0.111,0.046,0.028722222,0.034888889,6
0.479,0.373,0.126,0.6449,0.3401,0.1136,0.1549,8
0.596875,0.465,0.156875,1.1324375,0.381625,0.3018125,0.3075,14
0.37625,0.28125,0.09375,0.256125,0.12,0.060375,0.068625,6
0.57,0.451666667,0.149166667,0.873083333,0.376083333,0.171416667,0.270666667,10
0.179,0.13,0.052,0.0267,0.0092,0.0058,0.0101,5
0.34,0.25,0.08375,0.213875,0.32625,0.031375,0.05525,5
0.52,0.4375,0.1375,0.681,0.27175,0.16975,0.20575,9
0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9
0.564285714,0.417857143,0.157857143,1.097714286,0.483785714,0.229285714,0.26,13
0.55,0.42,0.13,0.636,0.294,0.144,0.1755,8
0.608333333,0.486666667,0.17,1.270333333,0.497833333,0.21,0.47,20
0.57375,0.4225,0.14125,0.68725,0.305,0.14,0.20525,9
0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9
0.596785714,0.465357143,0.145357143,0.9725,0.462392857,0.195678571,0.277392857,10
0.52625,0.415,0.15875,0.78225,0.295625,0.148125,0.261125,15
0.55375,0.42375,0.14,0.921125,0.405,0.203375,0.2595,10
0.625555556,0.496111111,0.166666667,1.154666667,0.458055556,0.225722222,0.390722222,13
0.6475,0.5125,0.175,1.268,0.5045,0.25975,0.3395,10
0.3425,0.255,0.085,0.2015,0.079,0.05725,0.055,6
0.618333333,0.48,0.186666667,1.359,0.574166667,0.328,0.3405,11
0.483333333,0.370555556,0.113888889,0.4645,0.198722222,0.088833333,0.153111111,8
0.57,0.448333333,0.145833333,0.878,0.4555,0.171166667,0.219166667,10
0.299333333,0.220333333,0.072,0.1262,0.052133333,0.0274,0.0375,6
0.630555556,0.487777778,0.163333333,1.173444444,0.5305,0.251611111,0.327,11
0.53,0.4225,0.1425,0.78875,0.44575,0.11575,0.201,10
0.569285714,0.452142857,0.172142857,1.021857143,0.377285714,0.181928571,0.381428571,18
0.649444444,0.507777778,0.165,1.396166667,0.7005,0.306222222,0.326722222,9
0.5225,0.385,0.115,0.56075,0.28775,0.1185,0.1635,8
0.550625,0.445,0.15375,0.794875,0.344625,0.1544375,0.2395625,12
0.632142857,0.481428571,0.156428571,1.134714286,0.546857143,0.240142857,0.306,12
0.540833333,0.4175,0.143333333,0.953083333,0.319583333,0.163333333,0.326666667,13
0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925,9
0.34625,0.23875,0.07375,0.172375,0.074375,0.041625,0.048625,7
0.465454545,0.351363636,0.115454545,0.446181818,0.169272727,0.0925,0.153045455,11
0.695,0.527727273,0.180454545,1.557636364,0.677954545,0.395727273,0.392454545,11
0.54,0.44,0.145,0.805833333,0.310833333,0.183666667,0.242666667,10
0.245454545,0.180909091,0.059545455,0.070613636,0.028931818,0.015204545,0.021159091,5
0.4375,0.33125,0.11625,0.490875,0.26425,0.105,0.111625,8
0.465,0.3575,0.1175,0.489,0.1465,0.09425,0.1925,9
0.6075,0.465,0.1725,1.4785,0.66875,0.31225,0.40275,10
0.271666667,0.2,0.055,0.083166667,0.032166667,0.021,0.028333333,6
0.755,0.607142857,0.217142857,2.604571429,1.186285714,0.558571429,0.686714286,11
0.554545455,0.430909091,0.145,0.8725,0.428181818,0.191363636,0.225181818,8
0.385,0.29,0.1225,0.29425,0.11925,0.07375,0.0875,9
0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
0.626538462,0.491923077,0.176538462,1.228461538,0.544076923,0.280769231,0.354423077,13
0.452391304,0.351521739,0.119347826,0.456891304,0.193826087,0.104,0.137130435,7
0.605,0.463571429,0.16,1.075357143,0.493428571,0.265,0.273285714,10
0.440833333,0.3475,0.116666667,0.400333333,0.170916667,0.069,0.131333333,9
0.585,0.405,0.15,1.2565,0.435,0.202,0.325,15
0.50875,0.3925,0.13875,0.759125,0.3655625,0.1608125,0.1890625,7
0.5175,0.391666667,0.131666667,0.655083333,0.298833333,0.167833333,0.1655,7
0.513333333,0.395,0.136666667,0.743,0.258666667,0.192333333,0.193,14
0.53125,0.42875,0.12875,0.709,0.327625,0.145,0.209375,12
0.622083333,0.488333333,0.170416667,1.270083333,0.56625,0.306875,0.3385,11
0.491428571,0.400714286,0.147142857,0.790857143,0.228857143,0.182642857,0.252357143,15
0.570454545,0.440454545,0.142727273,0.837545455,0.396727273,0.173772727,0.234045455,9
0.4425,0.32,0.11875,0.37425,0.159,0.081125,0.11375,8
0.659285714,0.497857143,0.157857143,1.296,0.652428571,0.281357143,0.301928571,11
0.346,0.264,0.088,0.1917,0.0824,0.0424,0.0598,9
0.508888889,0.404444444,0.144444444,0.708611111,0.232055556,0.1575,0.256611111,13
0.281,0.216,0.074,0.1287,0.0627,0.0239,0.033,5
0.5225,0.42,0.148125,0.67775,0.2643125,0.1299375,0.23375,10
0.522857143,0.392857143,0.125714286,0.666642857,0.295785714,0.154714286,0.1805,10
0.6175,0.493333333,0.165833333,1.31075,0.598333333,0.290666667,0.3225,11
0.66125,0.52375,0.17,1.40775,0.595625,0.308,0.41625,16
0.4325,0.3395,0.127,0.3993,0.14345,0.0832,0.1482,7
0.52,0.41,0.14,0.589,0.3305,0.1225,0.2025,8
0.553,0.418,0.124,0.6551,0.2897,0.1355,0.2069,10
0.57,0.445,0.165,0.895833333,0.411166667,0.215583333,0.232666667,8
0.3075,0.226666667,0.079166667,0.152916667,0.06325,0.037333333,0.0435,7
0.626428571,0.485,0.18,1.333642857,0.681928571,0.260071429,0.323571429,10
0.636666667,0.495,0.173333333,1.331166667,0.4945,0.285833333,0.508333333,17
0.699166667,0.569166667,0.199166667,1.7505,0.6635,0.366666667,0.595,20
0.497857143,0.378571429,0.115714286,0.519071429,0.245285714,0.109857143,0.142071429,8
0.761666667,0.613333333,0.223333333,2.248166667,0.869,0.416,0.7145,12
0.53,0.413333333,0.145,0.81675,0.393833333,0.191416667,0.194583333,8
0.4040625,0.3140625,0.1078125,0.31228125,0.1239375,0.06803125,0.10025,10
0.685,0.544285714,0.193214286,1.804785714,0.814392857,0.400857143,0.457714286,19
0.354166667,0.2625,0.09,0.198416667,0.075,0.0485,0.06125,7
0.568928571,0.444642857,0.146428571,0.969821429,0.439142857,0.204678571,0.265321429,14
0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
0.368636364,0.27,0.093636364,0.216681818,0.095,0.047590909,0.064545455,6
0.73,0.571666667,0.228333333,2.257833333,1.276666667,0.399833333,0.561333333,14
0.210882353,0.154411765,0.047941176,0.044588235,0.018558824,0.010470588,0.012764706,4
0.523181818,0.418181818,0.159545455,0.856727273,0.290136364,0.166545455,0.309090909,13
0.6175,0.475,0.1625,1.017875,0.43,0.2275,0.313375,10
0.615,0.47125,0.22875,1.081875,0.393875,0.227125,0.36,14
0.383333333,0.286666667,0.089166667,0.22575,0.091833333,0.042583333,0.076166667,7
0.643888889,0.517777778,0.180555556,1.274666667,0.594833333,0.235611111,0.381666667,10
0.741666667,0.588333333,0.191666667,2.115833333,0.901333333,0.546666667,0.463833333,11
0.61,0.49,0.17,1.19675,0.4735,0.18175,0.386,10
0.701,0.5585,0.1905,1.78195,0.70715,0.39685,0.51595,11
0.423333333,0.3225,0.109166667,0.374166667,0.16375,0.094,0.105416667,5
0.59,0.46,0.13,1.102,0.455,0.2055,0.33,10
0.295833333,0.226666667,0.081666667,0.123416667,0.043916667,0.028916667,0.042416667,8
0.477333333,0.373,0.122333333,0.551033333,0.236466667,0.124333333,0.170233333,9
0.40125,0.2825,0.09125,0.288875,0.121375,0.07075,0.07975,7
0.5775,0.45375,0.1475,0.97525,0.398375,0.26475,0.258625,12
0.466875,0.38,0.1125,0.4305625,0.171875,0.089375,0.1455625,8
0.514,0.396,0.135,0.7715,0.4148,0.1583,0.1712,8
0.605,0.51,0.2125,1.18525,0.395,0.27025,0.3825,16
0.5925,0.47875,0.135,0.908125,0.3935,0.18,0.281,16
0.533333333,0.4225,0.134166667,0.755083333,0.33675,0.182333333,0.202833333,8
0.263,0.202,0.064,0.0958,0.0405,0.0227,0.0286,7
0.630555556,0.496666667,0.167777778,1.261777778,0.525944444,0.337944444,0.314777778,9
0.640833333,0.500833333,0.1675,1.274,0.599833333,0.262583333,0.349833333,10
0.618333333,0.515,0.148333333,1.1125,0.555666667,0.218833333,0.290333333,9
0.443333333,0.331666667,0.106666667,0.421,0.1815,0.084666667,0.112666667,6
0.640625,0.508125,0.190625,1.3973125,0.44825,0.3056875,0.4875,16
0.391666667,0.306666667,0.104166667,0.29,0.10475,0.06725,0.101,9
0.365,0.279,0.11,0.2325,0.0925,0.0494,0.082,10
0.552,0.428,0.145,0.8124,0.399,0.1574,0.2275,9
0.601428571,0.467857143,0.158571429,1.168785714,0.639928571,0.232214286,0.259785714,9
0.381666667,0.295,0.093888889,0.251666667,0.096277778,0.053388889,0.086388889,14
0.609,0.4745,0.1555,0.99755,0.44305,0.20175,0.2977,10
0.579,0.451,0.132,0.8097,0.3508,0.1808,0.2509,10
0.6275,0.475,0.1925,1.382,0.593625,0.265,0.39275,11
0.453571429,0.353571429,0.104285714,0.450357143,0.202785714,0.086857143,0.132857143,8
0.367,0.273333333,0.084666667,0.1784,0.0799,0.040766667,0.0614,6
0.486666667,0.366666667,0.133333333,0.4435,0.1685,0.106666667,0.154666667,8
0.431666667,0.358333333,0.12,0.416,0.161166667,0.0765,0.154666667,9
0.578461538,0.446923077,0.143076923,0.888038462,0.38,0.204384615,0.257576923,11
0.62875,0.51,0.18,1.366375,0.466625,0.265625,0.56125,13
0.708333333,0.551666667,0.195,2.159333333,1.161333333,0.454666667,0.444666667,10
0.3925,0.3125,0.11375,0.30425,0.138875,0.057625,0.087125,13
0.6515,0.515,0.163,1.3586,0.6429,0.28285,0.34595,8
0.73,0.586666667,0.22,2.307166667,0.994166667,0.4735,0.621833333,12
0.477142857,0.366428571,0.12,0.534142857,0.271428571,0.104714286,0.138428571,8
0.669285714,0.524285714,0.170714286,1.483642857,0.629214286,0.345071429,0.407,9
0.5425,0.4125,0.1175,0.58675,0.2435,0.135,0.1915,8
0.3725,0.28,0.09,0.223,0.11125,0.05075,0.064,8
0.187777778,0.132777778,0.036666667,0.029,0.011444444,0.006888889,0.009,4
0.655,0.515,0.187,1.459,0.6374,0.3244,0.4237,9
0.615,0.47375,0.1225,1.13425,0.48375,0.29825,0.29625,10
0.285,0.21,0.056,0.11,0.0437,0.0244,0.034,5
0.518333333,0.406666667,0.148333333,0.691333333,0.275833333,0.171,0.193333333,10
0.623,0.476,0.174,1.1048,0.4759,0.3462,0.2979,9
0.4725,0.3525,0.12,0.419,0.17875,0.0815,0.13725,7
0.380625,0.285625,0.085,0.2374375,0.114625,0.0435625,0.06725,6
0.543571429,0.427142857,0.165714286,0.961285714,0.282357143,0.213642857,0.345,19
0.616,0.489,0.169,1.0879,0.4234,0.2334,0.3878,11
0.653684211,0.512894737,0.181052632,1.550842105,0.702684211,0.357421053,0.403894737,10
0.618333333,0.483333333,0.175,1.159833333,0.487,0.236833333,0.331666667,13
0.5725,0.4575,0.1625,1.0055,0.3185,0.252,0.36675,12
0.60625,0.468125,0.16,1.115,0.518875,0.2563125,0.2934375,9
0.46,0.348333333,0.108333333,0.480833333,0.1765,0.0855,0.186666667,10
0.2525,0.1925,0.0675,0.09475,0.0445,0.02225,0.028,6
0.720714286,0.566428571,0.21,1.977357143,0.721285714,0.394285714,0.695571429,15
0.475,0.365,0.12,0.60675,0.3195,0.1335,0.14,8
0.501,0.39,0.126,0.515,0.2162,0.1076,0.1816,9
0.598125,0.471875,0.1725,1.0963125,0.482,0.25575,0.3100625,15
0.696428571,0.541428571,0.18,1.688357143,0.779285714,0.398714286,0.377857143,10
0.175,0.1325,0.0875,0.0315,0.01375,0.0075,0.01,5
0.405,0.31,0.11,0.91,0.416,0.2075,0.0995,8
0.426176471,0.327647059,0.103529412,0.322852941,0.131911765,0.070470588,0.102911765,7
0.25125,0.18875,0.06,0.08525,0.03925,0.01625,0.024875,5
0.530833333,0.411666667,0.150833333,0.835833333,0.3755,0.180166667,0.245416667,11
0.410909091,0.311818182,0.098636364,0.333454545,0.170545455,0.055909091,0.091045455,8
0.5875,0.464375,0.16125,0.857875,0.32575,0.1738125,0.293125,10
0.587142857,0.467142857,0.161428571,0.976857143,0.383142857,0.24,0.320785714,10
0.58625,0.46375,0.15125,0.918875,0.448,0.17975,0.25,9
0.6575,0.5275,0.183333333,1.417833333,0.685916667,0.284083333,0.407,12
0.66125,0.533125,0.183125,1.435625,0.6295,0.2560625,0.45225,11
0.52125,0.41625,0.16,0.710375,0.279375,0.1555,0.22,10
0.4875,0.3825,0.11125,0.558125,0.289625,0.10025,0.1465,8
0.53,0.403888889,0.130555556,0.6225,0.265222222,0.148222222,0.180222222,9
0.6275,0.4675,0.145,1.115,0.50625,0.239,0.3275,10
0.565,0.434,0.19,1.1594,0.5016,0.2839,0.3244,11
0.348,0.259,0.086,0.222,0.1003,0.0476,0.064,13
0.419705882,0.312058824,0.095588235,0.346117647,0.157852941,0.077676471,0.096352941,6
0.561666667,0.430833333,0.1425,0.859083333,0.369083333,0.223916667,0.206833333,8
0.572,0.451,0.167,1.0124,0.4517,0.2376,0.2652,9
0.665,0.524,0.18,1.429,0.6519,0.3449,0.3729,10
0.7275,0.56,0.21125,1.9685,0.78875,0.514375,0.5745,11
0.547,0.435,0.136,0.8619,0.304,0.1883,0.273,11
0.641428571,0.505714286,0.195714286,1.485928571,0.548285714,0.302071429,0.430857143,20
0.633333333,0.505833333,0.164166667,1.201916667,0.558583333,0.22675,0.350833333,11
0.62125,0.485,0.1625,1.239416667,0.648083333,0.226208333,0.325458333,10
0.37,0.273636364,0.091818182,0.246363636,0.102681818,0.056090909,0.073545455,5
0.49,0.375,0.11875,0.586875,0.285875,0.11525,0.137875,7
0.6,0.45,0.16,1.142,0.539,0.225,0.307,12
0.37375,0.29125,0.11875,0.27175,0.093,0.069875,0.091,10
0.3275,0.2075,0.0775,0.107,0.04225,0.0245,0.0335,6
0.436428571,0.345,0.107142857,0.428642857,0.179428571,0.086,0.1435,9
0.561666667,0.431666667,0.131666667,0.8055,0.334666667,0.166833333,0.259,15
0.575,0.43,0.13,0.85425,0.45825,0.15925,0.2045,10
0.629166667,0.50625,0.183333333,1.306833333,0.499958333,0.2875,0.419125,17
0.5775,0.4375,0.1925,1.8115,0.9295,0.4015,0.42525,9
0.394166667,0.3025,0.108333333,0.336583333,0.156916667,0.0795,0.09,12
0.50875,0.395,0.140833333,0.578958333,0.237166667,0.143708333,0.175875,9
0.49,0.388333333,0.148333333,0.566666667,0.228666667,0.125666667,0.166666667,21
0.5675,0.445,0.16,0.868083333,0.361833333,0.22375,0.249833333,12
0.586666667,0.448333333,0.1425,0.9155,0.422583333,0.214,0.243666667,10
0.65,0.5225,0.18625,1.427875,0.56525,0.367,0.36225,10
0.425,0.31625,0.11875,0.362,0.105375,0.078125,0.115,10
0.585,0.468333333,0.188333333,1.151166667,0.384333333,0.258,0.378333333,17
0.5878125,0.464375,0.1546875,0.9193125,0.35071875,0.18503125,0.3189375,10
0.595,0.47,0.175,0.991,0.382,0.2395,0.5,12
0.321666667,0.240833333,0.0825,0.178,0.08125,0.03725,0.049916667,7
0.597,0.492,0.163,1.127,0.4993,0.2589,0.3136,10
0.651,0.519,0.189,1.5065,0.5793,0.3381,0.5029,10
0.578125,0.45625,0.151875,0.9915,0.39225,0.2250625,0.26475,12
0.533333333,0.403333333,0.15,0.761166667,0.316666667,0.183333333,0.2185,8
0.599166667,0.468333333,0.165,1.046166667,0.5,0.24475,0.256916667,9
0.465,0.368333333,0.148333333,0.561333333,0.18175,0.122333333,0.20525,12
0.33,0.26,0.088,0.1944,0.0807,0.0367,0.0604,7
0.49125,0.38,0.11375,0.5835,0.3075,0.110625,0.14175,8
0.4975,0.391875,0.139375,0.62375,0.2165625,0.129625,0.24125,14
0.58875,0.460416667,0.15125,1.009166667,0.506458333,0.215333333,0.239625,9
0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15
0.628888889,0.503888889,0.171666667,1.317611111,0.599055556,0.289222222,0.365277778,10
0.559,0.446,0.163,0.8363,0.3383,0.1802,0.2882,9
0.486,0.357,0.115,0.4742,0.2069,0.1064,0.1304,8
0.325,0.228333333,0.085,0.142833333,0.061333333,0.033333333,0.043833333,4
0.619285714,0.478571429,0.16,1.1425,0.590928571,0.226714286,0.284285714,9
0.272777778,0.197777778,0.066111111,0.100666667,0.043222222,0.020555556,0.030722222,5
0.535,0.4175,0.141875,0.8021875,0.3196875,0.20125,0.249375,10
0.619285714,0.472142857,0.165714286,1.068428571,0.498571429,0.232,0.299142857,8
0.575,0.435,0.13,1.0105,0.368,0.222,0.32,10
0.3425,0.2575,0.09,0.181,0.08175,0.02725,0.05875,6
0.565625,0.44375,0.163125,0.8154375,0.33125,0.20075,0.24425,10
0.536,0.426,0.155,0.9524,0.3443,0.2501,0.2819,17
0.56,0.45,0.1575,0.99275,0.45925,0.203,0.2675,8
0.59625,0.44375,0.15,0.88475,0.417125,0.173375,0.256625,10
0.503333333,0.38,0.118333333,0.520166667,0.211833333,0.122333333,0.163666667,8
0.425,0.38,0.105,0.3265,0.1285,0.0785,0.1,7
0.563333333,0.445,0.121666667,0.796833333,0.3805,0.145333333,0.246333333,8
0.63,0.521666667,0.158333333,1.143833333,0.496166667,0.2475,0.351333333,11
0.392857143,0.300714286,0.098333333,0.300690476,0.133261905,0.060119048,0.090880952,6
0.682608696,0.543913043,0.19173913,1.653586957,0.703043478,0.3785,0.469847826,11
0.48875,0.36375,0.155,0.879,0.35,0.197,0.286125,8
0.528333333,0.421666667,0.12,0.812333333,0.303833333,0.166,0.2025,10
0.2575,0.125,0.075,0.13775,0.057,0.033,0.0405,4
0.614375,0.489375,0.185625,1.1285625,0.4760625,0.2555625,0.3473125,11
0.338611111,0.255555556,0.084166667,0.1765,0.072083333,0.040166667,0.055027778,6
0.5175,0.40875,0.1575,1.000875,0.397375,0.230625,0.31325,16
0.29,0.215625,0.06625,0.1028125,0.0420625,0.02175,0.03225,5
0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
0.546666667,0.445,0.155,0.773,0.305666667,0.155,0.273333333,11
0.655,0.53625,0.17625,1.247625,0.48875,0.247375,0.4125,15
0.466666667,0.3775,0.135,0.59625,0.213,0.135916667,0.225,16
0.573333333,0.438333333,0.15,0.739833333,0.287,0.193833333,0.198,14
0.44125,0.36,0.0975,0.367625,0.135625,0.08525,0.12375,8
0.45,0.335,0.115,0.44725,0.225,0.1395,0.1145,7
0.468571429,0.372142857,0.123571429,0.481785714,0.201928571,0.108571429,0.1445,8
0.312,0.234,0.087,0.1307,0.0519,0.0324,0.0391,6
0.453333333,0.375,0.123333333,0.485,0.227833333,0.107,0.1415,9
0.472272727,0.354090909,0.117727273,0.507909091,0.241409091,0.101,0.1425,8
0.565,0.449,0.15,0.8862,0.3646,0.1917,0.2698,10
0.5885,0.4485,0.15,0.9642,0.4532,0.2173,0.25185,10
0.59,0.455,0.135,0.866625,0.425125,0.1545,0.248625,9
0.419545455,0.312272727,0.097272727,0.288181818,0.119954545,0.064727273,0.090272727,8
0.549,0.428,0.147,0.8022,0.2943,0.1616,0.275,9
0.54,0.4225,0.125,0.8135,0.37975,0.141,0.23475,9
0.70875,0.565,0.205,1.5775,0.772375,0.31525,0.448875,10
0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11
0.451153846,0.344230769,0.109230769,0.435961538,0.210153846,0.088692308,0.121307692,8
0.57125,0.44625,0.16375,0.956375,0.370875,0.162375,0.3125,18
0.640555556,0.502222222,0.154444444,1.188444444,0.527055556,0.298277778,0.314111111,11
0.615555556,0.483333333,0.155555556,1.144555556,0.529944444,0.267722222,0.273722222,9
0.695,0.55,0.178333333,1.48,0.509,0.353833333,0.485333333,14
0.6075,0.48125,0.15875,1.114125,0.50475,0.2145,0.349,10
0.651,0.5105,0.186,1.64715,0.8048,0.3536,0.41415,10
0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
0.359166667,0.271666667,0.0875,0.217083333,0.1035,0.038416667,0.063333333,6
0.576,0.472,0.169,1.0586,0.4086,0.2436,0.2622,8
0.665625,0.54625,0.1925,1.5590625,0.6749375,0.3224375,0.4261875,11
0.521666667,0.410555556,0.135,0.666944444,0.296666667,0.138944444,0.194888889,15
0.505,0.38,0.155,0.66175,0.1615,0.12075,0.225,21
0.516428571,0.398571429,0.125,0.579285714,0.238571429,0.118642857,0.1895,9
0.475,0.3725,0.115833333,0.523666667,0.217166667,0.124,0.151666667,12
0.715,0.565,0.203333333,2.132333333,1.046,0.376,0.535666667,11
0.315,0.22625,0.0775,0.135125,0.052625,0.030125,0.057125,7
0.66,0.5025,0.1725,1.294,0.612,0.29375,0.34275,10
0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8
0.61375,0.50125,0.18375,1.2355,0.47,0.2555,0.43875,12
