fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.2,0.2875,0.3175,7.975,0.038,39.25,178.5,0.9946475,3.21,0.48,10.8,6
6.675,0.275,0.335,1.925,0.065,33.75,103.75,0.9907925,3.18,0.41,11.75,8
6.94,0.356,0.332,3.26,0.0458,19.4,128.6,0.99078,3.238,0.468,12.24,6
6.333333333,0.281666667,0.28,17.46666667,0.051833333,35.83333333,175.3333333,0.998788333,3.165,0.508333333,9.016666667,5
6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,7
6.6,0.46,0.49,7.4,0.052,19,184,0.9956,3.11,0.38,9,6
6.725,0.2625,0.4875,1.675,0.068,26.5,123,0.99296,3.24,0.5225,10.425,6
8.6,0.55,0.35,15.55,0.057,35.5,366.5,1.0001,3.04,0.63,11,3
6.9,0.24,0.34,4.7,0.04,43,161,0.9935,3.2,0.59,10.6,6
6.1,0.23,0.26,2,0.036666667,38,93,0.99034,3.293333333,0.523333333,12,6
7.85,0.515,0.345,10.65,0.1745,23,220.5,0.9981,3,0.545,9.2,5
6.88,0.244,0.404,18.9,0.0394,42.2,155.2,0.999294,3.108,0.42,9.54,6
7.036363636,0.169090909,0.274545455,14.39090909,0.049545455,28.81818182,149,0.99783,2.974545455,0.411818182,9.154545455,7
6.666666667,0.343333333,0.233333333,8.433333333,0.038666667,22,141.6666667,0.994366667,3.26,0.526666667,10.9,6
6.485714286,0.253571429,0.332142857,7.057142857,0.048928571,47.64285714,180.8571429,0.995048571,3.222857143,0.514285714,9.735714286,5
7.171428571,0.258571429,0.351428571,8.771428571,0.036428571,47.28571429,126.2857143,0.993782857,3.067142857,0.43,11.02857143,5
7.266666667,0.24,0.41,4.833333333,0.033333333,31.66666667,107.6666667,0.994033333,3.236666667,0.48,10.33333333,6
7.25,0.2475,0.275,1.5125,0.041625,39,148.375,0.99238,3.16375,0.49625,10.6875,6
7.266666667,0.273333333,0.393333333,11.63333333,0.060666667,62.16666667,183.3333333,0.997043333,3,0.436666667,9.466666667,5
7.32,0.232,0.562,10.94,0.047,37.4,132.6,0.997372,2.982,0.42,8.9,5
6.775,0.355,0.3125,7.5,0.048,10,116.5,0.995,3.1775,0.4175,10.1,4
6.616666667,0.278333333,0.301666667,7.783333333,0.034,35.66666667,135.8333333,0.994053333,3.156666667,0.438333333,10.56666667,5
7.375,0.275,0.395,9.925,0.0485,33.75,139.75,0.9966175,3.2675,0.6475,10.4,6
6.483333333,0.19,0.285,3.408333333,0.046833333,52,140.8333333,0.992566667,3.266666667,0.536666667,10.8,5
7.05,0.3,0.25,9.5,0.038,27.5,81,0.993455,2.91,0.375,11.1,6
6.766666667,0.29,0.296666667,3.4,0.035,22.33333333,112,0.991393333,3.256666667,0.42,11.83333333,7
5.3,0.5625,0.11,2.9,0.033,21,134.5,0.989605,3.47,0.85,13.85,6
6.3,0.3225,0.22,1.45,0.042,16.75,120.5,0.993275,3.1575,0.4925,9.55,5
7.018181818,0.251818182,0.359090909,1.863636364,0.047181818,34.54545455,126.2727273,0.992136364,3.248181818,0.502727273,10.97272727,7
6.0375,0.26875,0.33375,15.1375,0.0435,41.75,113.75,0.99833375,3.14875,0.5025,8.95,5
7.128571429,0.218571429,0.262857143,14.88571429,0.047714286,25.14285714,136,0.99805,3.018571429,0.434285714,8.985714286,7
5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,6
6.309090909,0.337272727,0.301818182,4.509090909,0.064272727,48.18181818,144.1818182,0.992871818,3.207272727,0.549090909,10.62727273,5
6.642857143,0.237142857,0.365714286,3.857142857,0.047,57.71428571,190.1428571,0.994905714,3.33,0.627142857,9.742857143,5
6.8375,0.24,0.33375,1.95,0.044375,49.125,185.375,0.99249375,3.235,0.51125,10.61875,5
6.8,0.288,0.41,11.16,0.0486,64.6,178.6,0.99706,3.102,0.508,9.16,6
7.3,0.2,0.29,19.7,0.039,69,237,1.00037,3.1,0.48,9.2,6
6.95,0.2525,0.3825,15.725,0.0505,71.5,221.75,0.998505,3.155,0.585,9.45,6
6.745454545,0.189545455,0.335454545,1.4,0.047363636,44.45454545,140.4545455,0.992477273,3.206363636,0.496363636,10.24545455,7
6.55,0.23,0.315,5.95,0.04175,15.5,130,0.994925,3.205,0.515,9.65,6
7.0375,0.2825,0.325,6.9125,0.039,29,97.625,0.99299375,3.15125,0.41375,11.175,6
7.666666667,0.383333333,0.346666667,1.5,0.039333333,15.33333333,75.66666667,0.993066667,3.176666667,0.6,10.06666667,5
6.675,0.2725,0.305,2.475,0.028,37,107,0.9912075,3.2775,0.6425,11.475,7
9,0.43,0.3,1.5,0.05,7,175,0.9951,3.11,0.45,9.7,5
7.433333333,0.32,0.343333333,5.983333333,0.039,45.33333333,164.3333333,0.993166667,3.066666667,0.36,11.56666667,5
6.966666667,0.2975,0.256666667,5.041666667,0.046666667,130.8333333,259.1666667,0.995171667,3.348333333,0.503333333,9.9,4
6.65,0.2875,0.27,7.95,0.045,56.66666667,199.3333333,0.995626667,3.183333333,0.455,9.55,6
6.5,0.2675,0.2525,3.2375,0.04025,5.5,89.25,0.992745,3.1525,0.43,10.35,4
5.4,0.415,0.19,1.6,0.039,27,88,0.99265,3.54,0.41,10,7
5.7,0.2675,0.32,0.9,0.0555,32.5,143.5,0.99249,3.33,0.395,9.6,5
7.275,0.265,0.2825,9.15,0.03575,43.25,139.25,0.994515,3.11,0.38,10.725,6
6.7625,0.30125,0.2625,8.6375,0.065375,28,142.375,0.99588,3.27125,0.47625,9.85,6
7.128571429,0.212857143,0.35,1.928571429,0.038714286,29.71428571,100.8571429,0.992137143,3.262857143,0.582857143,11.24285714,6
6.733333333,0.215,0.341666667,7.566666667,0.043666667,54.5,189.9166667,0.995858333,3.258333333,0.473333333,9.65,6
6.65,0.295,0.29,8.75,0.04,72.5,225,0.99586,3.16,0.455,9.15,5
6.675,0.305,0.2675,6.875,0.04825,22.25,137.25,0.994815,3.2075,0.5375,10.425,6
6.54,0.204,0.394,1.66,0.0608,42.4,149.8,0.99316,3.38,0.644,10.38,8
6.5,0.273333333,0.276666667,11.03333333,0.041666667,21.66666667,121.6666667,0.994726667,3.21,0.43,10.73333333,6
7.075,0.4075,0.3425,9.3,0.098,33.75,226,0.99703,3.1,0.5775,9.125,3
6.45,0.337,0.248,4.21,0.0486,23.5,144.6,0.993364,3.196,0.51,10.33,5
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
6.8,0.16,0.353333333,1.533333333,0.033,27.66666667,108.6666667,0.993423333,3.33,0.53,10.03333333,6
6.7,0.235,0.33,8.9,0.04,30,131.5,0.99498,3.255,0.415,10.15,5
7,0.265,0.3475,2.075,0.026,20,86.75,0.9902925,3.155,0.52,12.35,6
7,0.2075,0.34,14.85,0.0545,48.75,156.5,0.999145,3.365,0.6,9.425,5
7.8,0.284,0.398,1.52,0.0726,16,99.6,0.993494,3.202,0.506,10.22,6
7.75,0.315,0.515,16.875,0.052,40,255.5,1.00005,2.985,0.58,8.75,5
6.94,0.322,0.284,6.59,0.0284,26.4,88.8,0.991986,3.202,0.408,12.16,7
6.766666667,0.2,0.306666667,14,0.042333333,48,133.6666667,0.996263333,3.283333333,0.43,10.96666667,7
6.833333333,0.423333333,0.333333333,1.833333333,0.028,29.33333333,73.33333333,0.98976,3.09,0.37,12.33333333,8
6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,6
7.025,0.2725,0.255,3.6,0.042,40.75,160.75,0.99203,3.08,0.4025,11.225,6
8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,6
7.114285714,0.232857143,0.36,1.878571429,0.035142857,41.28571429,103.1428571,0.990334286,3.148571429,0.458571429,11.98571429,6
7.7,0.366666667,0.306666667,15,0.055666667,29.33333333,175,0.999453333,3.21,0.52,9.466666667,5
7.283333333,0.28,0.365,14.3,0.057333333,55.66666667,172.3333333,0.998198333,3.133333333,0.47,9.216666667,6
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5
7.15,0.53,0.25,8.95,0.071,24,176,0.99746,3.32,0.495,9.35,5
7.333333333,0.216666667,0.37,10.23333333,0.043666667,49,164.3333333,0.996716667,3.276666667,0.396666667,10.1,6
6.26,0.26,0.462,1.68,0.0366,28,128.8,0.990516,3.338,0.5,11.9,7
7.25,0.28,0.3,4.75,0.068,9,133.5,0.995,3.235,0.435,9.95,6
8.233333333,0.313333333,0.333333333,4.633333333,0.031,32.66666667,148,0.993603333,3.22,0.463333333,11.76666667,7
6.55,0.27375,0.1375,1.35,0.04075,56.75,145.25,0.99195,3.2375,0.4275,10.275,5
6.3,0.255,0.2575,11.025,0.045,35.5,152.5,0.9968275,3.2825,0.4575,9.7,6
6.52,0.288,0.282,6.92,0.058,50.7,241.7,0.99586,3.284,0.534,9.64,6
6.8,0.15,0.32,8.8,0.058,24,110,0.9972,3.4,0.4,8.8,6
6.8,0.28,0.445,15.25,0.051,13.5,107.5,0.99774,3.1,0.405,9.2,6
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6
8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,6
7.125,0.195,0.345,12.8,0.04775,75.5,163.25,0.998445,3.245,0.44,9.525,6
7.36,0.202,0.45,1.66,0.0464,20.6,125.6,0.992842,3.188,0.442,10.5,6
6.75,0.32,0.3325,6.2,0.02475,39.25,103.25,0.9913825,3.1675,0.345,12.1,6
6.48,0.33,0.384,8.82,0.0444,38.8,142.4,0.995492,3.226,0.538,9.8,6
6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,4
6.644444444,0.228888889,0.322222222,1.522222222,0.038444444,34,100.7777778,0.992017778,3.278888889,0.521111111,10.98888889,7
8.15,0.315,0.36,10.75,0.034,3,82.5,0.99481,2.98,0.33,10.65,4
7.166666667,0.27,0.28,3.833333333,0.046666667,13.66666667,85.66666667,0.993306667,3.03,0.48,10.33333333,4
8.055555556,0.276666667,0.486666667,1.611111111,0.040888889,32.88888889,155.8888889,0.991688889,3.226666667,0.518888889,11.72222222,6
6.633333333,0.22,0.366666667,6.266666667,0.051333333,56.66666667,152,0.994693333,3.146666667,0.71,10.16666667,6
6.62,0.22,0.323,1.665,0.0393,39.9,116.3,0.990617,3.237,0.521,11.59,6
6.416666667,0.28,0.218333333,11.28333333,0.043666667,32.66666667,164.8333333,0.997116667,3.276666667,0.421666667,9.508333333,5
7.225,0.25,0.3125,2.525,0.03775,27.5,190.5,0.9920075,3.1825,0.6275,11.5,6
7.4,0.261666667,0.466666667,12.1,0.049666667,53,196.3333333,0.997733333,3.216666667,0.49,9.666666667,5
6.925,0.27,0.32375,14.29375,0.050375,26.75,180.375,0.99855,3.1225,0.53125,9.2625,6
6.2,0.225,0.23,1.55,0.0525,35.5,127.5,0.9935,3.36,0.56,9.6,7
7.323076923,0.253076923,0.404615385,13.96923077,0.057692308,49,191.8461538,0.997838462,3.005384615,0.436923077,9.153846154,7
7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
6.033333333,0.186666667,0.306666667,1.833333333,0.076333333,39.66666667,160,0.99243,3.28,0.483333333,10.4,6
6.62,0.227,0.512,1.24,0.0716,46.2,130.4,0.992314,3.194,0.41,10.18,6
6.75,0.3075,0.26,12.125,0.045,33,135.75,0.996315,3.18,0.405,10.025,5
6.6875,0.22,0.5125,8.6125,0.080625,77.875,180.125,0.9956625,3.0675,0.52125,9.6,5
6.1,0.313333333,0.36,17.3,0.039333333,58,169,0.99886,3.276666667,0.526666667,9.4,6
7.25,0.2875,0.4025,14.2375,0.0515,55.625,192.75,0.99827,3.17375,0.52375,9.3,6
6.8,0.28,0.3,12.95,0.0575,29,108,0.99609,2.97,0.36,10.05,6
6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,5
6.285714286,0.312857143,0.247142857,5.914285714,0.045428571,43.71428571,168.4285714,0.994315714,3.21,0.474285714,9.942857143,6
7,0.283333333,0.383333333,6.066666667,0.038,32.66666667,128.3333333,0.993366667,3.293333333,0.426666667,11.16666667,8
6.616666667,0.26,0.305,16.25833333,0.041666667,42.41666667,131.75,0.998498333,3.258333333,0.491666667,9.666666667,5
6.3,0.355,0.31,3.3,0.035,26.25,107.75,0.9908275,3.3,0.455,12.025,7
7.066666667,0.351666667,0.368333333,9.2,0.048333333,25.5,157.1666667,0.996116667,3.295,0.548333333,10.6,7
6.683333333,0.321666667,0.365,9.983333333,0.052333333,35.5,148,0.99609,3.128333333,0.545,9.433333333,5
6.333333333,0.275,0.296666667,7.344444444,0.047777778,48.88888889,195.4444444,0.995016667,3.19,0.471111111,9.744444444,5
5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6
6.6,0.33,0.335,2.55,0.0515,40.25,210,0.99315,3.15,0.605,10,5
8.733333333,0.346666667,0.306666667,10.16666667,0.034,45.16666667,171.6666667,0.996,3.063333333,0.43,10.8,5
8.8,0.235,0.4175,3.1,0.06075,38.5,132.25,0.9957,3.1175,0.5175,9.5,5
7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,5
7,0.255,0.4,7.275,0.0485,28,151.75,0.99565,3.15,0.5325,9.45,5
7.227272727,0.183636364,0.316363636,14.2,0.053363636,45.54545455,155.5454545,0.998572727,3.085454545,0.543636364,8.909090909,8
6.8,0.196666667,0.366666667,4.766666667,0.034,32,83,0.992133333,3.226666667,0.443333333,11.56666667,6
7.6,0.405,0.33,11.35,0.1095,23.5,209.5,0.99818,3.135,0.615,9.4,5
6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,7
6.75,0.285,0.265,2.3,0.04525,49.5,192.25,0.992225,3.24,0.4875,10.875,6
6.666666667,0.443333333,0.35,8.633333333,0.122,24,192,0.995233333,3.186666667,0.543333333,10.46666667,7
6.8,0.24,0.363333333,1.566666667,0.035,23.33333333,101.6666667,0.99141,3.26,0.483333333,11.76666667,7
8.083333333,0.268333333,0.501666667,15.05,0.043333333,44.5,163.8333333,0.999566667,3.076666667,0.548333333,9,7
6.742857143,0.247142857,0.35,11,0.050142857,46.28571429,152.8571429,0.996488571,3.187142857,0.488571429,9.671428571,5
6.6,0.224,0.366,9.96,0.043,53.8,153.2,0.996468,3.336,0.526,10.04,6
7.333333333,0.196666667,0.363333333,1.3,0.038,39.66666667,117,0.9932,3.176666667,0.753333333,9.666666667,7
6.44,0.31,0.276,1.96,0.038,25.6,97.8,0.989732,3.16,0.438,12.2,7
7.2,0.284,0.352,4.84,0.049,45.4,163.8,0.99402,3.182,0.528,10.46,6
6.6125,0.2925,0.29625,2.08125,0.0395,36.25,86.375,0.99035625,3.23375,0.56625,12.1125,6
6.566666667,0.2325,0.286666667,1.7,0.041833333,45,154.1666667,0.992483333,3.383333333,0.541666667,11,5
7.075,0.26875,0.29,3.6625,0.0365,9.75,42.25,0.9923825,3.1325,0.42,10.7,6
6.775,0.3275,0.365,1.7125,0.0505,23.875,215.5,0.993195,3.185,0.6,10.125,5
6.866666667,0.304166667,0.478333333,17.025,0.0575,30,139.5,0.998433333,3.151666667,0.46,9.766666667,5
6.166666667,0.323333333,0.226666667,1.766666667,0.036666667,40.33333333,107.6666667,0.989553333,3.233333333,0.433333333,12.53333333,6
7.275,0.2475,0.335,1.475,0.04225,42,108,0.9923575,3.36,0.6,11.275,7
6.35,0.2725,0.3775,7.7,0.0475,54.25,207.75,0.995785,3.1875,0.45,9.05,5
6.2,0.243333333,0.246666667,6.366666667,0.049333333,43,156,0.99383,3.266666667,0.463333333,10.6,5
7.133333333,0.26,0.406666667,15.11666667,0.046,31.66666667,193.6666667,0.9986,3.03,0.58,9.366666667,6
6.866666667,0.376666667,0.476666667,11.15,0.052666667,15.66666667,168,0.99715,3.206666667,0.54,9.266666667,6
7.58,0.24,0.372,4.92,0.0528,32.2,151.4,0.995354,3.174,0.492,9.78,6
7.271428571,0.282857143,0.354285714,11.51428571,0.054571429,36,199.2857143,0.997842857,3.121428571,0.477142857,9.185714286,7
5.866666667,0.31,0.276666667,4.566666667,0.047,23.66666667,72,0.990286667,3.25,0.386666667,12.53333333,6
6.8625,0.24875,0.3275,1.7,0.047875,28,131.875,0.99203625,3.275,0.545,11.175,5
7.6,0.17,0.353333333,4.1,0.022666667,14.33333333,38.33333333,0.991026667,2.976666667,0.46,11.56666667,7
7.15,0.255,0.335,3.85,0.0265,29,92.5,0.9906,3.145,0.415,12.1,6
6.72,0.248,0.288,4.74,0.0326,26,75.8,0.991602,3.064,0.498,11.4,7
7.4,0.28,0.333333333,18.01666667,0.050666667,42.33333333,195.6666667,1.000266667,3.113333333,0.476666667,9.066666667,7
6.9,0.362,0.518,8.78,0.0802,75.9,193.3,0.99658,3.154,0.43,9,5
7.5,0.300555556,0.367777778,15.52222222,0.048777778,66.44444444,210,0.999105556,3.121111111,0.586666667,9.511111111,5
6.775,0.3225,0.30625,5.5625,0.074375,64.875,197.375,0.994745,3.18625,0.48125,9.7875,5
6.533333333,0.163333333,0.393333333,1.333333333,0.075333333,56.66666667,137,0.993103333,3.246666667,0.596666667,9.533333333,7
6.84,0.264,0.324,4,0.0474,34.2,149,0.993686,3.302,0.496,10.38,5
6.9,0.36875,0.3775,14.05,0.046875,52.875,221,0.99843625,3.10875,0.53375,9.2375,6
6.9375,0.27,0.3,6.025,0.038875,31.75,101,0.99306375,3.17375,0.51375,11.0125,6
6.8625,0.3125,0.455,10.8625,0.052625,54.75,168.375,0.99668375,3.22,0.5325,9.675,5
6.5,0.1975,0.315,8.475,0.044,19.75,81.75,0.99409,3.2275,0.365,10.525,6
7.266666667,0.386666667,0.306666667,6.233333333,0.037333333,26,97.33333333,0.991453333,3.083333333,0.583333333,12.56666667,7
6.8,0.226666667,0.333333333,1.733333333,0.047333333,43.33333333,167.3333333,0.9918,3.136666667,0.426666667,10.93333333,5
6.1,0.153333333,0.283333333,1.3,0.047,21.33333333,131.3333333,0.992193333,3.223333333,0.453333333,10.06666667,7
6.3,0.48,0.04,1.1,0.046,30,99,0.9928,3.24,0.36,9.6,6
5.8,0.3,0.12,1.6,0.036,57,163,0.99239,3.38,0.59,10.5,6
7.35,0.335,0.255,6.9,0.0735,21.5,155,0.995385,3.185,0.575,10.2,5
6.266666667,0.253333333,0.481666667,6.85,0.077666667,58.33333333,175.1666667,0.99491,3.146666667,0.62,10.01666667,5
6.833333333,0.203333333,0.286666667,8.6,0.049,26.66666667,101.3333333,0.9958,3.12,0.473333333,9.5,6
7.6,0.363333333,0.37,1.733333333,0.045,20.66666667,123,0.990353333,3.1,0.643333333,12.73333333,5
6.475,0.43625,0.4275,10.975,0.043,61,248.25,0.99726,3.2425,0.5025,9.35,5
6.85,0.17,0.49,8.15,0.0365,48.5,161,0.9941,3.175,0.36,10.8,6
7.25,0.265,0.345,3,0.053,23,116,0.99405,3.12,0.39,9.9,6
6.975,0.22375,0.33,8.675,0.044625,42.5,174,0.99612625,3.23625,0.535,9.6125,6
8.133333333,0.28,0.338333333,1.633333333,0.046666667,22.5,144.5,0.993863333,3.096666667,0.466666667,10.2,5
6.35,0.235,0.38,16.35,0.054,51,169,0.9992,3.45,0.44,9.6,6
7.285714286,0.207142857,0.355714286,16.91428571,0.047857143,41.85714286,146,1.000171429,3.284285714,0.475714286,8.714285714,5
7.2,0.275,0.3425,13.5,0.06125,53.25,177.75,0.997975,3.05,0.505,8.975,6
6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,5
6.94,0.44,0.322,4.6,0.0386,12.2,150.6,0.99422,3.238,0.494,10.58,5
5.15,0.39,0.17,1.2,0.0465,12,176,0.99313,3.53,0.605,10.1,5
6.65,0.35,0.31,1.2,0.055,25.5,173,0.99447,3.32,0.525,8.95,6
7.733333333,0.213333333,0.363333333,11.75,0.052166667,51.16666667,170.5,0.99953,3.375,0.745,9.25,6
6.76,0.25,0.412,12.92,0.0464,58.2,133.4,0.996916,3.052,0.42,9.66,5
6.675,0.31,0.2675,6.675,0.03925,12.5,95.5,0.992845,3.1325,0.475,11.45,7
8.333333333,0.356666667,0.243333333,7.133333333,0.031333333,20.33333333,162.6666667,0.99421,3.14,0.486666667,11.13333333,6
7.257142857,0.317142857,0.315714286,6.928571429,0.031857143,11.85714286,101.4285714,0.993778571,3.067142857,0.56,11.34285714,6
8.3,0.475,0.35,3.5,0.051,36.5,166,0.99505,3.085,0.405,9.15,5
7.283333333,0.2125,0.348333333,1.283333333,0.0395,17.33333333,110.1666667,0.991725,3.145,0.516666667,10.88333333,6
5.5,0.29,0.3,1.1,0.022,20,110,0.98869,3.34,0.38,12.8,6
6.642857143,0.231428571,0.321428571,2.357142857,0.034285714,34.28571429,89.71428571,0.990535714,3.102857143,0.495714286,11.44285714,6
7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
6.45,0.268125,0.3,1.1625,0.0345,11.875,66.25,0.991795,3.19375,0.46375,10.5625,7
6.82,0.318,0.286,1.72,0.0338,28,107.6,0.989297,3.116,0.436,12.92,6
7.45,0.465,0.615,15.575,0.048,52,243,0.99935,3.065,0.59,8.85,6
7.3,0.37,0.346,7.16,0.0446,35.6,162.4,0.99396,3.278,0.5,11.68,6
6.614285714,0.28,0.31,2.357142857,0.042,21.28571429,177.5714286,0.992737143,3.311428571,0.57,10.75714286,5
6,0.34,0.32,3.8,0.044,13,116,0.99108,3.39,0.44,11.8,7
6,0.19,0.37,9.7,0.032,17,50,0.9932,3.08,0.66,12,6
7.45,0.25,0.34,13.8,0.04,70.25,166,0.99702,3.2,0.595,10.4,6
6.616666667,0.319166667,0.301666667,3.408333333,0.0415,23,86.5,0.990988333,3.055,0.403333333,11.53333333,6
8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,6
7.92,0.246,0.438,1.58,0.0474,9.8,71,0.993654,3.082,0.566,10.02,4
6.475,0.28,0.28,1.95,0.0695,10.5,111.5,0.991915,3.1075,0.535,10.65,5
6.9,0.2855,0.265,2.64,0.0333,24.3,83.8,0.991415,3.162,0.422,11.36,6
5.95,0.44,0.215,2.4,0.0495,53,153,0.99212,3.29,0.475,10.35,6
6.8,0.29125,0.2975,8.175,0.05325,54.75,215.25,0.996375,3.1575,0.4375,8.95,5
6.9,0.272,0.28,1.84,0.0452,6.2,121,0.992494,3.102,0.476,10.48,6
6.4,0.31,0.29,5.1,0.0525,29,137.5,0.992375,3.265,0.54,11.75,5
6.22,0.344,0.286,1.82,0.0524,25,152.8,0.992498,3.34,0.566,10.68,7
7.0125,0.29,0.36,8,0.034125,28,133,0.99398875,3.12625,0.41125,10.89375,7
6.3,0.38,0.345,4.25,0.0325,20,125,0.99152,3.37,0.56,11.95,6
7.044444444,0.226666667,0.324444444,12.88888889,0.045777778,49.94444444,118.3888889,0.996626667,3.056666667,0.535555556,10.05555556,6
7.383333333,0.331666667,0.386666667,2.566666667,0.039333333,32.83333333,168.1666667,0.993111667,3.116666667,0.47,10.45,5
7.433333333,0.26,0.413333333,5.9,0.021666667,22.33333333,125,0.992993333,3.13,0.573333333,11.36666667,6
6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,6
8.433333333,0.21,0.46,1.6,0.046666667,24.66666667,108.6666667,0.9931,3.063333333,0.493333333,10.76666667,6
6.1,0.208333333,0.335,1.933333333,0.039166667,41.16666667,98.16666667,0.99007,3.26,0.451666667,11.83333333,7
