fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6,6
7.2,0.21,0.33,3,0.036,35,132,0.9928,3.25,0.4,11,6
7.1,0.26,0.32,16.2,0.044,31,170,0.99644,3.17,0.37,11.2,5
6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
6.7,0.16,0.34,1.6,0.026,27,109,0.9934,3.34,0.58,10.1,6
6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6
5.9,0.27,0.29,11.4,0.036,31,115,0.9949,3.35,0.48,10.5,8
6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6
8.2,0.68,0.3,2.1,0.047,17,138,0.995,3.22,0.71,10.8,4
9,0.22,0.49,10.4,0.048,52,195,0.9987,3.31,0.44,10.2,6
8,0.32,0.36,4.6,0.042,56,178,0.9928,3.29,0.47,12,6
6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,6
7.6,0.27,0.52,3.2,0.043,28,152,0.99129,3.02,0.53,11.4,6
6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6
5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,6
6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6
8.6,0.2,0.42,1.5,0.041,35,125,0.9925,3.11,0.49,11.4,7
6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.33333333,6
6.2,0.33,0.29,1.3,0.042,26,138,0.9956,3.77,0.64,9.5,5
5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6
7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6
7.5,0.31,0.51,14.8,0.039,62,204,0.9982,3.06,0.6,9.5,5
7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,5
7.1,0.31,0.47,13.6,0.056,54,197,0.9978,3.1,0.49,9.3,5
7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,5
6,0.26,0.33,4.35,0.04,15,80,0.98934,3.29,0.5,12.7,6
6.8,0.24,0.31,18.3,0.046,40,142,1,3.3,0.41,8.7,5
6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,5
6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5
5,0.24,0.34,1.1,0.034,49,158,0.98774,3.32,0.32,13.1,7
8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,5
7,0.53,0.02,1,0.036,39,107,0.993,3.2,0.32,9,5
8.3,0.27,0.45,1.3,0.048,8,72,0.9944,3.08,0.61,10.3,4
7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6
6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,6
6.5,0.26,0.32,6.65,0.059,34,104,0.99254,3.18,0.42,11.1,5
8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,6
9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,6
7.4,0.41,0.66,10.8,0.051,77,194,0.9976,3.05,0.46,8.7,5
6.4,0.35,0.51,7.8,0.055,53,177,0.99502,3.12,0.45,9.6,5
5.8,0.36,0.26,3.3,0.038,40,153,0.9911,3.34,0.55,11.3,6
6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5
6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5
8.9,0.24,0.33,15.75,0.035,16,132,0.996,3,0.37,12.1,6
5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7
5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,6
6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,6
7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5
6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
5.7,0.28,0.28,2.2,0.019,15,65,0.9902,3.06,0.52,11.2,6
7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,5
6.7,0.25,0.23,7.2,0.038,61,220,0.9952,3.14,0.35,9.5,5
7.3,0.24,0.34,7.5,0.048,29,152,0.9962,3.1,0.54,9,5
7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,5
6.6,0.22,0.3,14.7,0.045,50,136,0.99704,3.14,0.37,10.6,6
7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,7
6.4,0.26,0.26,1.1,0.052,22,176,0.99304,3.09,0.54,9.3,5
6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,6
6.5,0.36,0.31,13.55,0.053,20,113,0.99544,3.2,0.56,11,6
7,0.18,0.49,5.3,0.04,34,125,0.9914,3.24,0.4,12.2,6
6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,5
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5
6.6,0.25,0.33,8.5,0.042,29,141,0.99546,3.28,0.6,10.4,5
6.7,0.41,0.34,9.2,0.049,29,150,0.9968,3.22,0.51,9.1,5
7.2,0.2,0.36,2.5,0.028,22,157,0.9938,3.48,0.49,10.6,6
6.6,0.21,0.6,1.1,0.135,61,144,0.9927,3.12,0.39,9.3,7
6.7,0.26,0.39,6.4,0.171,64,200,0.99562,3.19,0.38,9.4,6
6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,6
6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7
6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,5
6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,5
8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5
6.5,0.2,0.35,3.9,0.04,27,140,0.99102,2.98,0.53,11.8,6
6.2,0.35,0.29,3.9,0.041,22,79,0.99005,3.1,0.59,12.06666667,6
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6
4.8,0.34,0,6.5,0.028,33,163,0.9939,3.36,0.61,9.9,6
6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,6
7.1,0.29,0.34,7.8,0.036,49,128,0.99397,3.21,0.4,10.7,6
7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,6
7.4,0.14,0.3,1.3,0.033,25,91,0.99268,3.53,0.39,10.6,6
5.8,0.28,0.3,1.5,0.026,31,114,0.98952,3.32,0.6,12.5,7
7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,5
6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,6
6.4,0.17,0.27,9.9,0.047,26,101,0.99596,3.34,0.5,9.9,6
6.5,0.31,0.14,7.5,0.044,34,133,0.9955,3.22,0.5,9.5,5
6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4
6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7
6.4,0.41,0.01,6.1,0.048,20,70,0.99362,3.19,0.42,10,5
6,0.16,0.36,1.6,0.042,13,61,0.99143,3.22,0.54,10.8,6
5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,6
7.5,0.42,0.19,6.9,0.041,62,150,0.99508,3.23,0.37,10,6
6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,6
7.3,0.28,0.54,12.9,0.049,62,152,0.9984,3.06,0.45,9.1,6
7.3,0.2,0.39,2.3,0.048,24,87,0.99044,2.94,0.35,12,6
5.6,0.15,0.26,5.55,0.051,51,139,0.99336,3.47,0.5,11,6
8.2,0.32,0.26,2.1,0.062,26,87,0.98974,3.1,0.47,12.8,6
6.9,0.32,0.26,2.3,0.03,11,103,0.99106,3.06,0.42,11.1,6
5.9,0.22,0.38,1.3,0.046,24,90,0.99232,3.2,0.47,10,6
5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,5
6.5,0.24,0.19,1.2,0.041,30,111,0.99254,2.99,0.46,9.4,6
7.5,0.29,0.36,15.7,0.05,29,124,0.9968,3.06,0.54,10.4,5
6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,5
7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6
9.4,0.16,0.23,1.6,0.042,14,67,0.9942,3.07,0.32,9.5,5
7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,5
7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3,7
6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,5
6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,6
6.4,0.5,0.2,2.4,0.059,19,112,0.99314,3.18,0.4,9.2,6
8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5
7.4,0.36,0.33,1.4,0.025,27,55,0.9915,3.21,0.33,11.2,6
6.6,0.23,0.26,1.3,0.045,16,128,0.9934,3.36,0.6,10,6
6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,5
7.2,0.21,0.37,1.6,0.049,23,94,0.9924,3.16,0.48,10.9,7
6.1,0.24,0.3,1.5,0.045,22,61,0.992,3.31,0.54,10.4,5
6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6
6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12,7
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,7
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5
7.8,0.965,0.6,65.8,0.074,8,160,1.03898,3.39,0.69,11.7,6
6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
