Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
0.655,0.525,0.16,1.46,0.686,0.311,0.405,11
0.5,0.38,0.125,0.519,0.2485,0.1135,0.134,8
0.49,0.375,0.125,0.5445,0.279,0.115,0.13,8
0.64,0.525,0.2,1.3765,0.44,0.3075,0.47,16
0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8
0.525,0.4,0.14,0.601,0.2625,0.1285,0.1835,9
0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
0.53,0.395,0.115,0.475,0.2025,0.101,0.148,8
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10
0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035,7
0.58,0.445,0.135,0.814,0.3775,0.1915,0.22,9
0.26,0.2,0.07,0.092,0.037,0.02,0.03,6
0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,9
0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8
0.53,0.395,0.13,0.575,0.247,0.115,0.183,9
0.58,0.46,0.15,1.0165,0.491,0.221,0.265,9
0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
0.44,0.33,0.11,0.38,0.197,0.079,0.09,7
0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9
0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11
0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8
0.235,0.175,0.04,0.0705,0.0335,0.015,0.02,5
0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10
0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11
0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,8
0.435,0.355,0.125,0.4075,0.1535,0.074,0.165,9
0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6
0.6,0.48,0.17,1.056,0.4575,0.2435,0.3135,10
0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8
0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,10
0.435,0.33,0.105,0.335,0.156,0.0555,0.105,8
0.315,0.23,0,0.134,0.0575,0.0285,0.3505,6
0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9
0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6
0.315,0.235,0.055,0.151,0.065,0.027,0.039,6
0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7
0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
0.2,0.15,0.04,0.046,0.021,0.007,0.0065,4
0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8
0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,9
0.52,0.41,0.14,0.699,0.3395,0.129,0.1945,10
0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9
0.475,0.365,0.125,0.5465,0.229,0.1185,0.172,9
0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,6
0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
0.595,0.46,0.17,1.1295,0.57,0.2555,0.265,10
0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10
0.655,0.55,0.18,1.274,0.586,0.281,0.365,10
0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8
0.51,0.39,0.135,0.769,0.3935,0.1455,0.19,8
0.275,0.2,0.08,0.099,0.037,0.024,0.03,5
0.62,0.48,0.165,1.043,0.4835,0.221,0.31,10
0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9
0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5
0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,8
0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8
0.64,0.485,0.15,1.098,0.5195,0.222,0.3175,10
0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6
0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7
0.64,0.495,0.17,1.139,0.5395,0.282,0.285,10
0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
0.62,0.475,0.175,1.0165,0.4355,0.214,0.325,10
0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4
0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14
0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8
0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,5
0.515,0.405,0.13,0.722,0.32,0.131,0.21,10
0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,11
0.535,0.39,0.125,0.599,0.2595,0.149,0.169,9
0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
0.62,0.47,0.155,0.966,0.447,0.171,0.284,11
0.3,0.22,0.08,0.1255,0.055,0.0265,0.039,6
0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11
0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9
0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5
0.465,0.365,0.115,0.467,0.2315,0.0925,0.113,7
0.49,0.395,0.12,0.674,0.3325,0.1235,0.185,9
0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9
0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10
0.585,0.465,0.15,0.98,0.4315,0.2545,0.247,9
0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9
0.555,0.43,0.135,0.812,0.4055,0.163,0.2215,9
0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,10
0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6
0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9
0.645,0.51,0.155,1.129,0.5015,0.24,0.342,10
0.495,0.375,0.12,0.589,0.3075,0.1215,0.1405,8
0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9
0.545,0.43,0.13,0.7595,0.358,0.153,0.2055,8
0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10
0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9
0.335,0.25,0.08,0.183,0.0735,0.04,0.0575,6
0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
0.655,0.515,0.2,1.373,0.443,0.3375,0.49,16
0.195,0.145,0.05,0.032,0.01,0.008,0.012,4
0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4
0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,11
0.645,0.51,0.19,1.363,0.573,0.362,0.36,10
0.56,0.44,0.155,0.9705,0.4315,0.263,0.255,9
0.435,0.325,0.105,0.335,0.136,0.065,0.115,8
0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,10
0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7
0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9
0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735,10
0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10
0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6
0.575,0.45,0.135,0.8715,0.45,0.162,0.225,10
0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10
0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,9
0.595,0.455,0.145,0.942,0.43,0.182,0.277,11
0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9
0.29,0.21,0.06,0.1195,0.056,0.0235,0.03,6
0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7
0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9
0.59,0.49,0.165,1.207,0.559,0.235,0.309,10
0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8
0.335,0.25,0.08,0.167,0.0675,0.0325,0.0575,6
0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075,12
0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11
0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7
0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7
0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7
0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,10
0.25,0.18,0.06,0.073,0.028,0.017,0.0225,5
0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10
0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10
0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,11
0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9
0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
0.725,0.56,0.185,1.792,0.873,0.367,0.435,11
0.425,0.325,0.11,0.317,0.135,0.048,0.09,8
0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
0.525,0.415,0.12,0.596,0.2805,0.12,0.1695,9
0.395,0.31,0.095,0.313,0.131,0.072,0.093,7
0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9
0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8
0.655,0.51,0.175,1.6525,0.8515,0.3365,0.403,10
0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315,8
0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,8
0.325,0.25,0.075,0.1585,0.075,0.0305,0.0455,6
0.5,0.38,0.125,0.577,0.269,0.1265,0.1535,9
0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
0.43,0.315,0.115,0.384,0.1885,0.0715,0.11,8
0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6
0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,8
0.425,0.35,0.105,0.393,0.13,0.063,0.165,9
0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065,6
0.495,0.375,0.115,0.507,0.241,0.103,0.15,8
0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
0.62,0.525,0.155,1.085,0.454,0.1965,0.35,10
0.39,0.285,0.095,0.271,0.11,0.06,0.08,8
0.395,0.3,0.09,0.279,0.134,0.049,0.075,8
0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11
0.635,0.5,0.18,1.2565,0.539,0.292,0.35,10
0.485,0.39,0.12,0.599,0.251,0.1345,0.169,8
0.575,0.48,0.17,1.1,0.506,0.2485,0.31,10
0.65,0.525,0.175,1.4715,0.675,0.315,0.399,11
0.515,0.385,0.125,0.6115,0.3175,0.1265,0.15,8
0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
0.515,0.405,0.13,0.573,0.213,0.134,0.195,9
0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9
0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,14
0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11
0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,10
0.625,0.485,0.15,1.0945,0.531,0.261,0.296,10
0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
0.44,0.34,0.105,0.364,0.148,0.0805,0.1175,8
0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,9
0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9
0.47,0.36,0.135,0.501,0.1665,0.115,0.165,10
0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9
0.61,0.475,0.15,1.142,0.62,0.237,0.245,9
0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,11
0.29,0.215,0.065,0.0985,0.0425,0.021,0.031,5
0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,7
0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8
0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9
0.485,0.415,0.14,0.5705,0.25,0.134,0.185,8
0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
0.505,0.405,0.11,0.625,0.305,0.16,0.175,9
0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11
0.505,0.395,0.125,0.635,0.29,0.1555,0.175,9
0.55,0.45,0.14,0.753,0.3445,0.1325,0.24,8
0.64,0.49,0.18,1.36,0.653,0.347,0.305,9
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10
0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,7
0.6,0.47,0.16,1.012,0.441,0.2015,0.305,10
0.67,0.515,0.165,1.1735,0.526,0.285,0.316,11
0.75,0.57,0.21,2.236,1.109,0.5195,0.545,11
0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10
0.475,0.36,0.125,0.447,0.1695,0.081,0.14,9
0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,6
0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,13
0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
0.645,0.5,0.15,1.159,0.4675,0.3355,0.31,9
0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
0.51,0.39,0.125,0.597,0.293,0.1265,0.1555,8
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9
0.455,0.35,0.105,0.4445,0.213,0.107,0.1115,7
0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415,9
0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,11
0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,10
0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,11
0.575,0.44,0.145,0.87,0.3945,0.2195,0.225,8
0.405,0.3,0.11,0.32,0.172,0.044,0.093,7
0.66,0.515,0.2,1.6465,0.749,0.422,0.401,11
0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5
0.53,0.395,0.115,0.5685,0.249,0.1375,0.161,9
0.61,0.47,0.165,1.052,0.498,0.242,0.267,9
0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
0.57,0.45,0.135,1.02,0.546,0.204,0.25,9
0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,5
0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
0.57,0.455,0.15,0.952,0.3895,0.2155,0.2745,9
0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10
0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9
0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11
0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
0.395,0.295,0.1,0.293,0.14,0.062,0.082,7
0.5,0.385,0.12,0.56,0.2835,0.103,0.135,8
0.35,0.27,0.075,0.215,0.1,0.036,0.065,6
0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11
0.585,0.45,0.145,0.9835,0.4845,0.242,0.22,9
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,11
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11
0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461,11
0.505,0.365,0.115,0.521,0.25,0.096,0.15,8
0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6
0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7
0.415,0.31,0.105,0.3595,0.167,0.083,0.0915,6
0.39,0.315,0.09,0.3095,0.147,0.05,0.09,7
0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11
0.58,0.445,0.16,0.984,0.49,0.201,0.27,9
0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9
0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11
0.445,0.355,0.095,0.3615,0.1415,0.0785,0.12,8
0.645,0.52,0.18,1.285,0.5775,0.352,0.317,9
0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12
0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
0.2,0.155,0.04,0.0435,0.0155,0.009,0.007,4
0.56,0.415,0.145,0.852,0.43,0.1885,0.205,8
0.525,0.4,0.135,0.714,0.318,0.138,0.208,10
0.645,0.52,0.17,1.197,0.526,0.2925,0.317,11
0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5
0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10
0.32,0.235,0.08,0.1485,0.064,0.031,0.045,6
0.68,0.55,0.175,1.473,0.713,0.282,0.4295,11
0.535,0.445,0.125,0.8725,0.417,0.199,0.24,8
0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9
0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
0.43,0.34,0.1,0.3405,0.1395,0.0665,0.12,8
0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
0.49,0.37,0.11,0.538,0.271,0.1035,0.139,8
0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
0.65,0.52,0.195,1.6275,0.689,0.3905,0.432,11
0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8
0.17,0.13,0.095,0.03,0.013,0.008,0.01,4
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11
0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,10
0.61,0.43,0.14,0.909,0.438,0.2,0.22,8
0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10
0.545,0.445,0.15,0.8,0.3535,0.163,0.207,9
0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8
0.475,0.37,0.125,0.649,0.347,0.136,0.142,8
0.425,0.32,0.085,0.262,0.1235,0.067,0.0725,8
0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8
0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7
0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,10
0.5,0.37,0.135,0.45,0.1715,0.1055,0.155,9
0.52,0.41,0.11,0.5185,0.2165,0.0915,0.184,8
0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10
0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7
0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10
0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
0.715,0.535,0.19,1.6755,0.889,0.313,0.42,10
0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4
0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10
0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9
0.565,0.43,0.125,0.6545,0.2815,0.139,0.21,9
0.315,0.23,0.07,0.164,0.0625,0.04,0.045,6
0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10
0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9
0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10
0.58,0.47,0.165,1.041,0.54,0.166,0.279,9
0.47,0.36,0.13,0.472,0.182,0.114,0.15,10
0.31,0.235,0.07,0.151,0.063,0.0405,0.045,6
0.535,0.4,0.145,0.705,0.3065,0.1365,0.22,10
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9
0.585,0.455,0.13,0.8755,0.411,0.2065,0.225,8
0.445,0.33,0.11,0.358,0.1525,0.067,0.1185,8
0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
0.55,0.435,0.11,0.806,0.3415,0.203,0.215,9
0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9
0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,7
0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8
0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,8
0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
0.67,0.525,0.18,1.4915,0.728,0.343,0.381,9
0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10
0.52,0.38,0.13,0.5345,0.2375,0.122,0.1535,8
0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,8
0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,6
0.545,0.41,0.115,0.6765,0.29,0.158,0.22,9
0.275,0.22,0.08,0.1365,0.0565,0.0285,0.042,6
0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
0.24,0.175,0.055,0.0705,0.025,0.014,0.021,5
0.72,0.565,0.2,1.787,0.718,0.385,0.529,11
0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12
0.565,0.44,0.15,0.863,0.435,0.149,0.27,9
0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8
0.42,0.315,0.1,0.3435,0.157,0.0795,0.09,6
0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
0.585,0.46,0.165,1.058,0.486,0.25,0.294,9
0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,11
