REGION-CENTROID-COL,REGION-CENTROID-ROW,REGION-PIXEL-COUNT,SHORT-LINE-DENSITY-5,SHORT-LINE-DENSITY-2,VEDGE-MEAN,VEDGE-SD,HEDGE-MEAN,HEDGE-SD,INTENSITY-MEAN,RAWRED-MEAN,RAWBLUE-MEAN,RAWGREEN-MEAN,EXRED-MEAN,EXBLUE-MEAN,EXGREEN-MEAN,VALUE-MEAN,SATURATION-MEAN,HUE-MEAN,CLASS
160,110,9,0,0,0.833333,0.6912145,0.4444437,0.2721654,31.62963,27.222221,39.333336,28.333334,-13.222222,23.11111,-9.888889,39.333336,0.3074441,-2.1872416,4
42,57,9,0,0,1.3888906,0.97562754,0.99999875,0.36514837,65.703705,59.444443,79.44444,58.22222,-18.777779,41.22222,-22.444445,79.44444,0.26677614,-2.0307028,3
96,94,9,0,0,0.7222226,0.28518537,0.44444466,0.42963016,20.222221,16,28.777779,15.888889,-12.666667,25.666666,-13,28.777779,0.45154575,-2.084893,4
121,113,9,0,0,1.722222,1.5296303,2.944444,1.5296295,20.25926,20,25.444445,15.333333,-0.7777778,15.555555,-14.777778,25.444445,0.39658895,-1.5856091,0
196,129,9,0,0,0.83333325,0.43333334,0.6666667,0.17777774,6.3333335,7.888889,7.3333335,3.7777777,4.6666665,3,-7.6666665,8.222222,0.54012346,-0.9327826,0
198,127,9,0,0,2.4444444,4.385187,8.555555,59.54075,40.74074,38,48.22222,36,-8.222222,22.444445,-14.222222,48.22222,0.24899939,-1.9083478,3
138,133,9,0,0,0.6666667,0.44444433,1.1666666,0.21111093,6.4444447,7.7777777,7.888889,3.6666667,4,4.3333335,-8.333333,8.222222,0.5582011,-1.0776595,0
69,139,9,0,0,2.8333328,1.7732588,2.1111112,1.6688871,18.074074,16,22.555555,15.666667,-6.2222223,13.444445,-7.2222223,23.88889,0.38661182,-1.7028334,2
151,89,9,0,0,8.388889,4.577317,0.72222203,0.38968238,31.703703,27.333334,41,26.777779,-13.111111,27.88889,-14.777778,41,0.35127252,-2.0465415,3
23,55,9,0,0,2.2222216,3.6740727,1.7777773,0.7851852,23.444445,21.666666,31.11111,17.555555,-5.3333335,23,-17.666666,31.11111,0.43507022,-1.7711632,0
18,138,9,0,0,0.88888884,0.5629629,0.83333325,0.29999986,5.740741,7.3333335,6.5555553,3.3333333,4.7777777,2.4444444,-7.2222223,7.3333335,0.5438712,-0.8621077,0
57,89,9,0,0,1.7222222,1.3066783,6.1666665,4.7034264,17,13,24.555555,13.444445,-12,22.666666,-10.666667,24.555555,0.47748852,-2.1297464,4
41,75,9,0,0.11111111,15.388889,19.136257,26.611113,31.71359,55,47.444443,65.44444,52.11111,-22.666666,31.333334,-8.666667,65.44444,0.29780185,-2.3567543,2
80,95,9,0,0,1.2222223,1.0074079,0.944444,0.5518514,21.407408,21.333334,26.666666,16.222223,-0.22222222,15.777778,-15.555555,26.666666,0.39043593,-1.5673273,0
52,102,9,0,0,0.72222227,0.50740725,0.8333333,0.5666668,2.8888888,0.6666667,6.3333335,1.6666666,-6.6666665,10.333333,-3.6666667,6.3333335,0.89973545,-2.2617195,2
71,180,9,0.11111111,0,1.222222,0.5629625,3,1.8666646,22.333334,18.333334,21.444445,27.222221,-12,-2.6666667,14.666667,27.222221,0.3273826,2.4538307,5
105,139,9,0,0,0.27777782,0.107407436,0.83333325,0.52222216,6.111111,7.5555553,7.2222223,3.5555556,4.3333335,3.3333333,-7.6666665,7.5555553,0.5326279,-0.96594584,0
157,85,9,0,0,1.2222223,1.2412657,0.22222233,0.17213264,18.925926,14.555555,26.88889,15.333333,-13.111111,23.88889,-10.777778,26.88889,0.45902446,-2.1609125,4
22,87,9,0,0,1.8888899,1.2590423,1.1666666,0.62361073,64.03704,55.77778,80.333336,56,-24.777779,48.88889,-24.11111,80.333336,0.30969977,-2.105073,3
150,158,9,0,0,2.166667,1.6333338,1.388889,0.41851807,8.444445,7,12.222222,6.111111,-4.3333335,11.333333,-7,12.222222,0.50308645,-1.9434487,3
140,125,9,0,0,0.66666657,0.22222227,2.6666667,3.7777781,3.925926,1.5555556,7.7777777,2.4444444,-7.111111,11.555555,-4.4444447,7.7777777,0.85319865,-2.2342408,2
21,122,9,0,0,0.44444445,0.4036867,0.44444445,0.4036867,0.5555556,0,1.2222222,0.44444445,-1.6666666,2,-0.33333334,1.2222222,0.5555556,-2.4445627,2
23,85,9,0,0,1.4444445,1.0518525,1.777778,0.96296287,17.962963,18.88889,21.88889,13.111111,2.7777777,11.777778,-14.555555,21.88889,0.39975148,-1.386867,0
18,145,9,0,0,0.38888896,0.018518496,0.6111111,0.3740741,3.925926,5.5555553,4,2.2222223,4.888889,0.22222222,-5.111111,5.5555553,0.6005291,-0.57094,0
85,101,9,0,0,1.3333334,1.2888881,1.2777777,1.2185181,21.296297,21.222221,26.777779,15.888889,-0.22222222,16.444445,-16.222221,26.777779,0.4047922,-1.5585992,0
68,103,9,0,0,0.66666675,0.57777774,1.111111,0.96296334,2.148148,0.11111111,5.6666665,0.6666667,-6.111111,10.555555,-4.4444447,5.6666665,0.9876543,-2.1854658,2
146,124,9,0,0,0.4999999,0.16666664,0.38888875,0.107407376,6.037037,7.4444447,7.3333335,3.3333333,4.2222223,3.8888888,-8.111111,7.6666665,0.56349206,-1.0247301,0
137,182,9,0,0,1.8333334,3.8555553,3.6111107,9.218522,34.925926,31.444445,42.88889,30.444445,-10.444445,23.88889,-13.444445,42.88889,0.28575617,-2.0011246,6
120,136,9,0,0,0.61111116,0.4185187,1.0000001,0.4444444,6.259259,7.7777777,7.2222223,3.7777777,4.5555553,2.8888888,-7.4444447,8,0.52954143,-0.92460656,0
103,125,9,0,0,0.9444445,0.82775915,0.83333343,0.6912146,1.7777778,0.44444445,3.8888888,1,-4,6.3333335,-2.3333333,3.8888888,0.9238095,-2.2375617,2
140,124,9,0,0,1,0.44444454,1.1111112,1.0518516,2.5185184,0.22222222,6.111111,1.2222222,-6.888889,10.777778,-3.8888888,6.111111,0.97376543,-2.267462,2
18,90,9,0,0,1.0555555,0.37407416,0.6666667,0.22222227,2.8148148,0.5555556,6.888889,1,-6.7777777,12.222222,-5.4444447,6.888889,0.9261464,-2.1643226,2
2,44,9,0,0,2.1666672,2.3888876,2.3888896,1.5296285,18.74074,17.333334,25.222221,13.666667,-4.2222223,19.444445,-15.222222,25.222221,0.45768142,-1.7537255,0
14,110,9,0,0,1.7222224,5.3518505,2.6666667,1.0222229,17.925926,18.88889,21.444445,13.444445,2.8888888,10.555555,-13.444445,21.444445,0.36884832,-1.3450956,0
54,133,9,0,0,1.5555557,1.0074074,0.50000006,0.3444443,5.3703704,3.6666667,9,3.4444444,-5.111111,10.888889,-5.7777777,9,0.6304714,-2.0480003,4
54,91,9,0,0,1.4444443,1.540741,0.8333333,0.25555572,3.2592592,0.5555556,8,1.2222222,-8.111111,14.222222,-6.111111,8,0.94481075,-2.186723,2
186,173,9,0,0,1.4444445,0.82963055,2.1111114,1.9851853,17.148148,13.555555,15.555555,22.333334,-10.777778,-4.7777777,15.555555,22.333334,0.39643326,2.332739,5
162,159,9,0,0,2.1666667,0.9603238,2.2222223,1.4555128,26.11111,25.222221,29.555555,23.555555,-2.6666667,10.333333,-7.6666665,29.555555,0.20284556,-1.8025542,3
11,108,9,0,0,1.3333335,0.80000025,1.3888888,0.95185167,17.666666,19,21.11111,12.888889,4,10.333333,-14.333333,21.11111,0.38875645,-1.3021333,0
14,146,9,0.11111111,0,0.888889,0.4740738,1.1111112,0.7407407,10.592592,8,15.666667,8.111112,-7.7777777,15.222222,-7.4444447,15.666667,0.48786426,-2.1089108,3
