fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1,0.76,0.046,2.42,0.0796,16.4,32.8,0.996656,3.574,0.71,11.38,7
7.566666667,0.545,0.14,2.4,0.079666667,7,27.5,0.997316667,3.418333333,0.663333333,9.633333333,5
6.375,0.51125,0.135,2.125,0.081,31,45,0.9954525,3.41,0.5875,10.025,5
7.25,0.47625,0.34,5.175,0.10625,50.125,156.5,0.9959775,3.24,0.6875,10.175,5
7.3,0.604,0.062,2.34,0.0852,14.6,27.2,0.996318,3.334,0.626,9.96,6
11.8,0.455,0.565,1.45,0.084,22.5,41.5,0.997675,2.97,0.72,10.2,7
7.65,0.505,0.175,2.15,0.0765,17.5,38,0.9948,3.36,0.81,12.65,7
9.45,0.6375,0.315,2.8,0.097,25,55.5,0.99781,3.245,0.675,10.75,6
7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5,6
9.542857143,0.352857143,0.487142857,2.428571429,0.085857143,6.142857143,16.85714286,0.996144286,3.217142857,0.821428571,11.75714286,8
6.5,0.65,0.026666667,2.166666667,0.088666667,21,31,0.995826667,3.443333333,0.616666667,10.16666667,6
7.68,0.704,0.162,1.98,0.0724,13.8,40,0.995896,3.37,0.552,10.4,5
6.525,0.6925,0.0375,2.325,0.08975,15,33.25,0.9949,3.49,0.5725,11.325,6
10.6,0.39,0.5475,3.4625,0.10725,5.25,16.5,0.9976575,3.1825,0.655,11.025,6
9.75,0.316666667,0.455,1.858333333,0.075666667,5.666666667,10.16666667,0.995891667,3.231666667,0.588333333,11.18333333,6
7,0.6,0.11,2,0.0885,45.5,59.5,0.9952,3.355,0.56,10.35,5
6.6,0.64875,0.0825,2.6,0.09575,14,30.75,0.996435,3.4925,0.615,10.475,6
7.3,0.483333333,0.033333333,1.633333333,0.073333333,3,19.33333333,0.995133333,3.22,0.5,9.666666667,5
5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14,8
10.6,0.44,0.68,4.1,0.114,6,24,0.997,3.06,0.66,13.4,6
8.675,0.51125,0.27625,2.2,0.119875,13,37.5,0.9978975,3.3325,0.6275,9.625,5
10.13333333,0.27,0.463333333,2.4,0.08,49.66666667,77,0.996916667,3.25,0.753333333,11.16666667,7
10.16666667,0.466666667,0.29,2.4,0.095333333,20.33333333,38.33333333,0.99776,3.27,0.75,10.9,5
10.24,0.346,0.488,1.96,0.0726,3.2,8,0.995474,3.204,0.556,11.76,6
10.9,0.53,0.49,4.6,0.118,10,17,1.0002,3.07,0.56,11.7,7
7.56,0.524,0.196,2.14,0.1024,7,20,0.996174,3.326,0.698,10.06,5
13.26666667,0.416666667,0.616666667,3.466666667,0.081,17.66666667,43,1.0002,3.046666667,0.736666667,9.833333333,6
8.75,0.38,0.36,1.55,0.055,25.5,50.5,0.99467,3.29,0.775,11.35,6
7.575,0.4925,0.2425,3.125,0.07275,24.25,42,0.9953125,3.335,0.6625,11.55,7
7.85,0.58,0.2125,3.05,0.088,11.75,72,0.9964775,3.1775,0.58,9.725,5
6.85,0.583333333,0.053333333,2.166666667,0.075166667,27.33333333,42,0.995478333,3.418333333,0.703333333,10.88333333,6
9.5,0.354,0.434,2.315,0.0713,12.5,26.8,0.995683,3.246,0.806,11.78,7
9.95,0.775,0.225,2.9,0.1145,8,59.5,0.99881,3.135,0.86,9.9,5
7.028571429,0.594285714,0.174285714,1.914285714,0.077714286,4,8,0.994291429,3.4,0.508571429,11.37142857,4
11.55,0.425,0.56,3.3,0.078,18,64.5,0.999675,3.16,0.695,10.3,6
8.18,0.585,0.198,1.82,0.1308,5,20.2,0.99724,3.292,0.708,9.86,6
7.7,0.670555556,0.234444444,3.044444444,0.108222222,11.55555556,86.88888889,0.997062222,3.34,0.711111111,10.28888889,5
7.5,0.64,0.115,3,0.095,6,20,0.99675,3.345,0.615,10.15,5
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,6
10.45,0.24,0.44,1.8,0.076,6,21.5,0.9976,3.23,1.035,10.8,7
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
6.2,0.4775,0.165,2.025,0.06175,14.75,25.25,0.99482,3.455,0.65,10.95,6
8.76,0.322,0.302,1.82,0.0946,19.4,27.4,0.995542,3.202,0.592,10.64,5
7.6625,0.663125,0.23,2.1375,0.086125,10.625,78.75,0.99678375,3.25875,0.61,9.6375,5
6.842857143,0.713571429,0.044285714,1.928571429,0.102285714,6.142857143,12,0.995897143,3.432857143,0.497142857,9.921428571,3
7.8,0.6675,0.2,1.825,0.0805,8.5,52,0.996325,3.225,0.665,9.425,5
9.188888889,0.466666667,0.277777778,2.333333333,0.083777778,12,31.22222222,0.997732222,3.323333333,0.636666667,10.52222222,5
5.6,0.66,0,2.5,0.066,7,15,0.99256,3.52,0.58,12.9,6
7.1,0.6225,0.035,2.05,0.0635,30,43.5,0.9943,3.395,0.7,11.05,6
8.1,0.591666667,0.143333333,1.8,0.086166667,34.83333333,45.66666667,0.995635,3.36,0.685,10.83333333,5
7.28,0.512,0.266,4.58,0.08,22.8,44.8,0.996864,3.43,0.692,11,6
6.86,0.532,0.074,2.3,0.0772,20.2,39.6,0.996124,3.39,0.626,9.98,5
8.9,0.486666667,0.276666667,3.4,0.091,32.33333333,78,0.997193333,3.246666667,0.663333333,10.46666667,6
8.15,0.6525,0.35,6.85,0.0695,16.5,39,0.99718,3.41,0.675,11,5
6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,5
10.0125,0.43375,0.43,2.525,0.0785,5.375,13,0.9973875,3.18375,0.72875,10.9375,7
8.292307692,0.583461538,0.29,2.746153846,0.094307692,4.923076923,14.53846154,0.996460769,3.318461538,0.648461538,11.24615385,5
8,0.375,0.43,1.9,0.0875,16,29,0.99604,3.255,0.635,10.5,6
10.4,0.395,0.475,2.2,0.0705,6,24.5,0.9987,3.15,0.815,10.1,7
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,7
6.92,0.468,0.19,1.53,0.062,7,11.2,0.993622,3.422,0.538,11.72,6
10.9,0.538333333,0.53,2.533333333,0.103333333,6.666666667,20.33333333,0.997286667,3.19,0.763333333,11.66666667,6
11.1,0.516666667,0.598333333,3.891666667,0.105,5.833333333,14.5,0.998136667,3.116666667,0.686666667,11.76666667,7
7.616666667,0.496666667,0.221666667,3.333333333,0.102666667,44.66666667,107.3333333,0.997016667,3.218333333,0.63,9.733333333,5
8.8,0.530833333,0.385,2.466666667,0.087666667,9.333333333,42.16666667,0.997983333,3.306666667,0.61,9.733333333,5
8.216666667,0.5175,0.31,2.25,0.0785,26.16666667,120.3333333,0.997243333,3.23,0.738333333,9.4,5
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7
6.925,0.68,0.02,2.2,0.06925,7.75,15.25,0.995005,3.4175,0.6075,11.225,6
8.833333333,0.535,0.326666667,2.033333333,0.091,12,50,0.99651,3.276666667,0.586666667,10.76666667,6
8.033333333,0.536666667,0.35,2.066666667,0.073666667,21,67.66666667,0.996633333,3.36,0.566666667,9.933333333,5
7.98,0.504,0.204,1.84,0.0766,35.2,52.6,0.99574,3.364,0.794,10.66,5
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,5
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,5
7.04,0.592,0.142,2.18,0.0856,5,16,0.995912,3.39,0.636,10.46,5
10.7375,0.365,0.56375,2.8375,0.0935,10.25,40.875,0.99862125,3.23375,0.66375,11.5875,6
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
7.4,0.57,0.255,2.25,0.082,16,42.5,0.9976,3.46,0.58,9.2,5
6.025,0.4425,0.13,2.025,0.07325,18.75,42,0.9937925,3.605,0.605,12.2,6
12.21666667,0.376666667,0.608333333,2.058333333,0.085333333,7.166666667,28,0.998396667,3.08,0.723333333,10.46111111,6
6.9,0.5475,0.165,2.35,0.093,22,36.5,0.99575,3.435,0.66,10.85,6
10.425,0.51125,0.4375,2.025,0.0825,5.5,13.5,0.9986,3.215,0.625,9.625,6
6.98,0.622,0.014,2.04,0.074,17.6,26.4,0.996716,3.418,0.586,9.74,5
9.1,0.29,0.33,2.05,0.063,13,27,0.99516,3.26,0.84,11.7,7
10.2,0.418571429,0.401428571,2.542857143,0.075142857,25.28571429,47.71428571,0.997934286,3.222857143,0.761428571,10.08571429,6
7.2875,0.62625,0.16125,1.95,0.073,12.5,20.375,0.99591625,3.37375,0.59875,9.975,5
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6
8.333333333,0.426666667,0.306666667,2.088888889,0.089666667,28.33333333,65.88888889,0.997276667,3.353333333,0.572222222,9.733333333,5
10.825,0.53,0.3675,2.76875,0.0845,6.75,32.875,0.99877,3.0975,0.61375,10.425,5
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
14.3,0.31,0.74,1.8,0.075,6,15,1.0008,2.86,0.79,8.4,5
7.816666667,0.664166667,0.076666667,1.816666667,0.077166667,5.666666667,13.5,0.99637,3.295,0.57,9.533333333,5
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
8.7,0.53,0.315,2.825,0.08375,21.5,117.75,0.997825,3.215,0.58,9.4,5
7.066666667,0.67,0.006666667,1.8,0.067333333,30.33333333,37,0.99481,3.366666667,0.596666667,11.18333333,6
11.65,0.53,0.38,2.25,0.0885,15.5,53.5,0.99965,3.045,0.69,10.6,6
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7
6.933333333,0.838333333,0.033333333,5.966666667,0.085666667,4.666666667,13,0.997126667,3.443333333,0.53,11.13333333,3
10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
8.4,0.34,0.42,2.1,0.072,23,36,0.99392,3.11,0.78,12.4,6
7.3,0.704,0.052,3.1,0.0864,8,16,0.996088,3.334,0.51,9.96,6
6.8,0.424,0.128,2.04,0.0744,25.2,64,0.994402,3.446,0.7,11.74,6
7.842857143,0.354285714,0.422857143,2.157142857,0.081428571,5.857142857,12,0.994612857,3.318571429,0.608571429,11.82857143,7
6.3,0.533333333,0.003333333,2.033333333,0.069333333,40,54,0.99561,3.493333333,0.863333333,10.36666667,6
7.15,0.56875,0.1725,2.15,0.07875,27.5,51.5,0.995865,3.445,0.605,10.8,5
8.7,0.462727273,0.284545455,2.345454545,0.076818182,10.27272727,27.45454545,0.997710909,3.288181818,0.708181818,9.981818182,6
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5
6.866666667,0.406666667,0.29,1.933333333,0.099,18.16666667,34.5,0.994626667,3.368333333,0.698333333,11.06666667,6
9.871428571,0.372857143,0.524285714,2.985714286,0.083428571,10.71428571,24.14285714,0.996018571,3.207142857,0.767142857,12.15714286,7
12.2,0.45,0.49,1.4,0.075,3,6,0.9969,3.13,0.63,10.4,5
7.4,0.54,0.14,2,0.073333333,6,23.33333333,0.997633333,3.553333333,0.913333333,10.56666667,6
10.13333333,0.456666667,0.583333333,2.766666667,0.081666667,5.333333333,22,0.999,3.266666667,0.66,10.9,7
8.4,0.521666667,0.386666667,2.1,0.287,17.66666667,56.66666667,0.99704,3.156666667,1.043333333,9.4,5
10.06666667,0.555,0.316666667,1.883333333,0.079666667,9.666666667,21,0.997481667,3.183333333,0.731666667,9.766666667,5
7.8,0.451666667,0.303333333,2.158333333,0.072333333,33.66666667,59.66666667,0.996075,3.331666667,0.655,10.53333333,6
7.075,0.53375,0.305,2.325,0.2465,7.375,45.75,0.99502,3.2475,0.7325,10.875,6
11.06666667,0.456666667,0.41,2.5,0.086333333,19,47.33333333,0.999013333,3.21,0.773333333,10.6,6
8.677777778,0.468888889,0.298888889,2.377777778,0.086,33,72.33333333,0.997604444,3.322222222,0.616666667,9.755555556,5
10.05,0.48,0.36,3.05,0.0815,21,53.5,1,3.145,0.75,9.65,5
11.375,0.3475,0.53,2.325,0.074,6.5,24.5,0.99812,3.1375,0.705,11.325,7
9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
8.085714286,0.501428571,0.131428571,2.142857143,0.089285714,14,57.14285714,0.996442857,3.304285714,0.547142857,10.37142857,5
8.04,0.575,0.182,2.43,0.0756,42.6,89.2,0.996342,3.358,0.612,10.65,7
7.97,0.446,0.321,2.44,0.0782,23.1,59.3,0.997246,3.35,0.755,10.91,6
9.05,0.37,0.43,3.95,0.0675,10,19.5,0.99599,3.32,0.76,12.1,7
7.8,0.7,0.06,1.9,0.079,20,35,0.99628,3.4,0.69,10.9,5
8.514285714,0.450714286,0.391428571,2.257142857,0.094571429,9.714285714,22.14285714,0.9973,3.311428571,0.581428571,9.957142857,5
7.957142857,0.515714286,0.234285714,2.085714286,0.115142857,5.714285714,18,0.997187143,3.29,0.66,9.442857143,6
7.7,0.48,0.37,3.766666667,0.079666667,30.33333333,128.8333333,0.997023333,3.303333333,0.735,10.13333333,5
7.825,0.64125,0.22,2.25,0.08275,15.5,54.5,0.9971875,3.365,0.6,10.1,5
7.98,0.413,0.338,2.1,0.0626,8.8,16.8,0.99377,3.298,0.616,12.18,6
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7
9.866666667,0.36,0.496666667,8.933333333,0.082,6,20.66666667,0.99924,3.223333333,0.683333333,11.13333333,6
9.95,0.41,0.41,1.925,0.143,6,17,0.997635,3.255,0.6625,10.25,5
8.728571429,0.590714286,0.202857143,2.342857143,0.081142857,9.142857143,30.71428571,0.997114286,3.274285714,0.568571429,10.52857143,5
7.233333333,0.525,0.143333333,3.666666667,0.081,7.666666667,22.33333333,0.996863333,3.376666667,0.703333333,10.6,5
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5
8.98,0.476,0.268,1.96,0.0688,18.2,37.8,0.996112,3.216,0.77,10.74,6
7.925,0.4325,0.3025,3.3,0.06625,6.25,11.25,0.995125,3.35,0.625,12.05,7
7.8,0.605,0.09,1.75,0.0755,17,42,0.9964,3.34,0.51,9.3,6
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7
12.7,0.464,0.566,2.42,0.0834,5.4,15,0.99964,3.074,0.642,10.08,5
7.9,0.3,0.68,8.3,0.05,37.5,283.5,0.99316,3.01,0.51,12.3,7
9.3,0.754166667,0.4,2.9,0.091166667,34.66666667,148,0.998366667,3.201666667,0.71,9.383333333,5
7.7125,0.615625,0.34375,2.1375,0.0935,14.625,95.375,0.9970725,3.30625,0.56625,9.4375,5
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,6
10.26666667,0.353333333,0.45,2.5,0.079333333,19.33333333,50.33333333,0.997676667,3.223333333,0.586666667,9.733333333,5
8.833333333,0.493333333,0.383333333,2.5,0.194666667,13.66666667,32.66666667,0.99847,3.27,0.77,9.666666667,5
7.4,0.786666667,0.056666667,2.1,0.089,19.66666667,57,0.997633333,3.483333333,0.65,10.06666667,6
7.833333333,0.996666667,0.11,1.733333333,0.074666667,3,12.33333333,0.996266667,3.433333333,0.69,10.6,5
11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,5
6.18,0.675,0.068,2.12,0.0712,17.2,23.8,0.99404,3.496,0.664,11.24,6
8.15,0.575833333,0.19,3.083333333,0.088,26.33333333,103.5,0.996726667,3.278333333,0.531666667,9.75,5
8.7,0.34,0.54,6.625,0.08225,3,8.5,0.9981825,3.275,0.605,11.125,5
6.4,0.393333333,0.33,2.433333333,0.088,21.66666667,54,0.995543333,3.54,0.816666667,11.3,6
10.4,0.466666667,0.346666667,2.1,0.077666667,18.33333333,58.66666667,0.998733333,3.173333333,0.566666667,10,6
6.9375,0.526875,0.1725,2.6375,0.081,13.375,25.75,0.994015,3.41,0.6125,12.2125,6
9.9,0.27,0.49,5,0.082,9,17,0.99484,3.19,0.52,12.5,7
6.52,0.627,0.046,1.92,0.0654,9.2,17.2,0.995212,3.466,0.668,10.7,6
8.16,0.389,0.342,2.02,0.0802,9,20.6,0.995338,3.372,0.694,11.7,7
9.2,0.51,0.415,2.85,0.0865,25.5,52,0.9976,3.255,0.62,10.95,6
8.5,0.693333333,0.196666667,2.366666667,0.083,11,42.66666667,0.997726667,3.326666667,0.543333333,9.266666667,5
7.5,0.3,0.315,2.1,0.0615,20.5,37.5,0.99505,3.32,0.62,11.45,6
9.214285714,0.613571429,0.311428571,2.185714286,0.143285714,4.571428571,15,0.998942857,3.287142857,0.59,9.128571429,5
7.64,0.6,0.194,4.76,0.1196,55.4,133.2,0.99834,3.342,0.694,9.66,5
8.2,0.502,0.276,1.94,0.0796,5.6,35.2,0.996164,3.29,0.5,9.82,5
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,5
6.716666667,0.578333333,0.113333333,2.133333333,0.119666667,6.333333333,13.83333333,0.995601667,3.466666667,0.665,10.73333333,6
7.7,0.67,0.083333333,2.2,0.088,5.666666667,32,0.997366667,3.476666667,0.64,10.1,5
7.877777778,0.410555556,0.327777778,2.622222222,0.072777778,3.555555556,10.11111111,0.994194444,3.34,0.625555556,12.53333333,7
14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,6
9.76,0.528,0.294,2.86,0.0864,26.8,68,0.99801,3.258,0.668,10.34,6
7.366666667,0.47,0.23,2.033333333,0.083666667,22.66666667,53.33333333,0.997266667,3.39,0.7,9.233333333,5
8.18,0.639,0.302,3.14,0.0934,31.6,136.8,0.99752,3.262,0.636,9.58,5
7.9,0.44875,0.275,2.3,0.075,25.25,57.5,0.9967,3.38,0.7425,10.4,5
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,6
8.075,0.62,0.145,1.95,0.077,5,24.25,0.9966625,3.2325,0.5525,9.425,6
8.1,0.565,0.2325,2.9,0.0925,20.25,129,0.99747,3.1675,0.9375,9.575,5
8.12,0.437,0.382,2.21,0.0788,36.6,106.2,0.995878,3.152,0.57,10.3,5
5.5,0.49,0.03,1.8,0.044,28,87,0.9908,3.5,0.82,14,5
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,5
7.718181818,0.518636364,0.194545455,2.259090909,0.075909091,20.27272727,49.09090909,0.996804545,3.361818182,0.716363636,10.41818182,7
9.4,0.62,0.303333333,2.233333333,0.059333333,4.333333333,10,0.99678,3.113333333,0.58,9.7,6
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6
7,0.735,0.05,2,0.081,13,54,0.9966,3.39,0.57,9.8,5
7.433333333,0.540833333,0.115,2.433333333,0.075666667,10.5,35.66666667,0.996098333,3.386666667,0.57,10.86666667,6
7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,5
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6
8.7,0.6,0.17,2.5,0.0795,10,106,0.997095,3.19,0.615,9.75,5
8.166666667,0.506666667,0.298888889,2.722222222,0.082777778,26,71.66666667,0.997363333,3.4,0.625555556,10.42222222,5
6.883333333,0.541666667,0.118333333,2.183333333,0.084166667,25.5,36.33333333,0.99478,3.371666667,0.693333333,11.11666667,6
5.6,0.75,0.265,1.85,0.062,32,97,0.99459,3.535,0.62,10.65,5
12.25,0.595,0.495,1.9,0.0675,5.5,26.5,0.998905,3.075,0.735,10.65,4
12.15714286,0.485714286,0.552857143,2.414285714,0.085142857,5.142857143,18.28571429,0.999542857,3.132857143,0.581428571,10.4,6
7.2625,0.53375,0.19625,2.0125,0.12025,4.375,10.75,0.9964975,3.3625,0.66625,9.71875,5
7.32,0.613,0.11,2.22,0.0782,16.4,86,0.997356,3.5,0.578,9.58,5
5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,7
7.133333333,0.696666667,0.096666667,2.3,0.074,12.66666667,29.33333333,0.995256667,3.353333333,0.583333333,10.6,6
8.8875,0.536875,0.29875,2.3,0.079875,16.375,39.75,0.99797625,3.325,0.575,9.425,5
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7
9.2,0.443333333,0.283333333,2.466666667,0.089666667,12.66666667,62,0.997733333,3.15,0.583333333,9.7,6
7.8,0.645,0,5.5,0.086,5,18,0.9986,3.4,0.55,9.6,5
10.72,0.396,0.412,2.16,0.098,7.4,17.2,0.998388,3.102,0.77,9.32,6
7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5
10.2,0.4125,0.3825,2.25,0.075,15.5,31.5,0.996785,3.2275,0.695,11.25,6
7.233333333,0.59,0.1,1.833333333,0.081666667,3.666666667,9.333333333,0.995593333,3.286666667,0.56,10,6
14.2,0.65,0.71,4.75,0.0915,6.5,42.5,1.0027,3.01,0.705,10.6,7
10.8,0.41,0.3825,2.075,0.082,6.25,14.75,0.998375,3.1,0.615,9.475,6
7.025,0.565,0.1,1.975,0.086,14.625,36.75,0.9965675,3.42625,0.59625,9.475,5
7.266666667,0.611666667,0.126666667,1.9,0.067,39.33333333,63,0.99633,3.326666667,0.62,9.9,5
7.175,0.57625,0.13,1.95,0.08075,8.75,22.5,0.9962025,3.3775,0.565,9.6375,5
7.45,0.49,0.25,2.95,0.079,24.5,44.5,0.99657,3.37,0.69,10.25,7
6.1,0.64,0.16,1.825,0.095,7.25,18.75,0.9956,3.51,0.655,9.8,4
7.14,0.647,0.117,1.97,0.0772,15.1,22.6,0.995397,3.392,0.632,10.805,6
7.58,0.412,0.184,1.98,0.0726,17.4,30.4,0.995214,3.332,0.58,10.8,6
7.914285714,0.684285714,0.242857143,2.328571429,0.093571429,18.14285714,82.71428571,0.996998571,3.268571429,0.607142857,9.671428571,5
11.26666667,0.283333333,0.543333333,2.066666667,0.064666667,3,9.333333333,0.996513333,3.06,0.786666667,10.56666667,7
8,0.58,0.28,2.02,0.0934,7.2,23.2,0.99634,3.282,0.618,10.32,7
9.525,0.6675,0.3,2.4,0.07875,14,47.25,0.9979975,3.1975,0.615,9.725,6
11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6
7.8,0.721666667,0.08,2.2,0.079666667,6,12.66666667,0.996266667,3.37,0.64,10.83333333,5
7.671428571,0.601428571,0.1,2.114285714,0.078,12,34.42857143,0.9973,3.39,0.561428571,9.285714286,5
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5
9.271428571,0.444285714,0.305714286,2.285714286,0.101714286,16.42857143,43.57142857,0.996511429,3.251428571,0.705714286,11.34285714,5
7,0.49,0.49,5.6,0.06,26,121,0.9974,3.34,0.76,10.5,5
7.56,0.54,0.132,2.84,0.086,30.4,91.4,0.99676,3.238,0.594,9.993333333,6
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
11.53333333,0.586666667,0.613333333,2.466666667,0.082666667,12,48.33333333,0.999466667,3.203333333,0.623333333,10.33333333,6
8.2,0.6575,0.22,2.1,0.1155,11.5,101.5,0.99638,3.065,0.94,10.05,5
